Review,Length,Negative,Positive,Date,Stars
review85,233,-1,3,2018-01-31,4
review86,1945,-4,2,2018-01-31,1
review87,314,-1,3,2018-01-31,5
review88,61,-1,1,2018-01-29,1
review89,329,-1,1,2018-01-27,3
review90,600,-3,3,2018-01-25,1
review91,28,-1,3,2018-01-25,5
review92,243,-2,3,2018-01-24,4
review93,448,-3,2,2018-01-23,1
review94,448,-3,2,2018-01-23,1
review95,450,-3,2,2018-01-23,1
review96,208,-2,1,2018-01-23,1
review97,51,-1,3,2018-01-21,5
review98,150,-1,2,2018-01-19,2
review99,477,-1,3,2018-01-17,5
review100,888,-4,2,2018-01-13,1
review101,383,-2,2,2018-01-12,3
review102,199,-3,1,2018-01-11,1
review103,103,-3,1,2018-01-10,3
review104,316,-3,1,2018-01-08,1
review105,711,-4,2,2018-01-08,1
review106,72,-1,1,2018-01-08,5
review107,357,-3,2,2018-01-05,2
review108,1918,-2,3,2018-01-04,4
review109,1109,-3,3,2018-01-01,3
review110,228,-2,1,2018-01-01,1
review111,1237,-3,3,2017-12-30,4
review112,185,-4,1,2017-12-29,1
review113,278,-3,2,2017-12-28,2
review114,727,-3,3,2017-12-27,1
review115,109,-1,1,2017-12-26,1
review116,46,-2,1,2017-12-25,3
review117,29,-1,1,2017-12-25,5
review118,392,-2,3,2017-12-24,2
review119,555,-3,3,2017-12-20,1
review120,263,-1,3,2017-12-19,5
review121,30,-1,1,2017-12-18,4
review122,1306,-3,3,2017-12-16,3
review123,317,-5,2,2017-12-15,1
review124,2024,-3,4,2017-12-12,1
review125,454,-1,3,2017-12-11,1
review126,136,-1,3,2017-12-10,5
review127,299,-2,2,2017-12-09,3
review128,107,-2,1,2017-12-07,4
review129,534,-3,2,2017-12-06,3
review130,31,-1,2,2017-12-04,5
review131,374,-3,1,2017-12-03,1
review132,77,-3,1,2017-12-03,2
review133,90,-1,1,2017-12-01,3
review134,241,-2,2,2017-12-01,5
review135,506,-3,1,2017-11-30,2
review136,445,-2,1,2017-11-26,3
review137,953,-3,3,2017-11-26,1
review138,174,-4,3,2017-11-25,3
review139,304,-4,1,2017-11-24,2
review140,265,-2,1,2017-11-21,2
review141,1703,-3,3,2017-11-20,4
review142,106,-1,3,2017-11-19,3
review143,1719,-2,3,2017-11-19,3
review144,27,-1,1,2017-11-18,3
review145,202,-3,1,2017-11-17,1
review146,833,-3,3,2017-11-16,3
review147,198,-2,1,2017-11-14,1
review148,865,-2,4,2017-11-12,5
review149,563,-4,3,2017-11-10,2
review150,29,-1,1,2017-11-09,4
review151,834,-4,2,2017-11-09,2
review152,289,-1,3,2017-11-08,5
review153,175,-2,1,2017-11-08,3
review154,194,-1,3,2017-11-06,5
review155,596,-2,3,2017-11-04,1
review156,44,-1,1,2017-11-02,5
review157,105,-1,1,2017-11-01,1
review158,22,-1,3,2017-11-01,5
review159,203,-1,2,2017-10-31,2
review160,22,-1,3,2017-10-30,5
review161,333,-1,3,2017-10-29,5
review162,1569,-3,2,2017-10-26,4
review163,392,-3,3,2017-10-25,1
review164,287,-3,1,2017-10-22,1
review165,90,-3,1,2017-10-22,2
review166,182,-1,3,2017-10-22,5
review167,48,-2,1,2017-10-20,1
review168,5549,-4,3,2017-10-19,2
review169,75,-1,4,2017-10-18,5
review170,448,-1,1,2017-10-12,1
review171,659,-2,3,2017-10-11,5
review172,56,-1,2,2017-10-05,4
review173,145,-1,4,2017-09-30,5
review174,925,-2,2,2017-09-25,4
review175,208,-1,3,2017-09-22,5
review176,251,-1,2,2017-09-18,1
review177,226,-2,3,2017-09-14,4
review178,689,-2,1,2017-09-12,4
review179,213,-1,2,2017-09-12,5
review180,287,-3,1,2017-09-11,1
review181,970,-3,4,2017-09-11,5
review182,90,-1,1,2017-09-09,1
review183,97,-1,3,2017-09-07,5
review184,520,-3,2,2017-09-02,3
review185,294,-2,1,2017-08-31,3
review186,66,-1,2,2017-08-28,4
review187,77,-1,1,2017-08-26,3
review188,1016,-3,2,2017-08-26,3
review189,75,-2,1,2017-08-26,5
review190,98,-2,2,2017-08-26,3
review191,180,-3,1,2017-08-21,1
review192,161,-1,3,2017-08-17,5
review193,553,-3,2,2017-08-15,1
review194,101,-1,1,2017-08-14,1
review195,183,-2,1,2017-08-14,1
review196,1391,-2,3,2017-08-13,4
review197,155,-2,3,2017-08-13,5
review198,2323,-4,3,2017-08-10,2
review199,811,-4,2,2017-08-09,2
review200,46,-1,3,2017-08-09,5
review201,367,-3,3,2017-08-08,2
review202,923,-1,3,2017-08-08,4
review203,172,-1,3,2017-08-05,4
review204,390,-1,3,2017-08-05,5
review205,59,-1,1,2017-07-31,5
review206,18,-1,1,2017-07-30,1
review207,2135,-3,3,2017-07-30,2
review208,474,-2,3,2017-07-29,4
review209,600,-2,3,2017-07-26,4
review210,296,-2,2,2017-07-26,2
review211,782,-2,3,2017-07-22,1
review212,268,-4,1,2017-07-22,1
review213,460,-3,3,2017-07-18,1
review214,214,-1,1,2017-07-18,4
review215,679,-4,3,2017-07-16,1
review216,185,-2,1,2017-07-12,2
review217,76,-1,4,2017-07-12,5
review218,406,-1,1,2017-07-06,3
review219,260,-1,4,2017-07-06,5
review220,82,-1,3,2017-07-06,5
review221,38,-1,3,2017-07-05,5
review222,233,-1,1,2017-07-04,1
review223,536,-4,2,2017-06-30,3
review224,246,-1,1,2017-06-26,3
review225,1933,-3,3,2017-06-14,1
review226,13,-1,3,2017-06-13,5
review227,68,-1,1,2017-06-09,5
review228,77,-1,3,2017-06-08,5
review229,180,-2,2,2017-06-07,4
review230,43,-1,3,2017-06-07,5
review231,103,-1,2,2017-06-04,5
review232,31,-4,1,2017-05-31,3
review233,70,-1,3,2017-05-30,5
review234,172,-1,2,2017-05-30,5
review235,13,-1,1,2017-05-29,5
review236,830,-3,2,2017-05-28,2
review237,83,-2,1,2017-05-27,1
review238,294,-1,1,2017-05-23,2
review239,61,-1,4,2017-05-21,5
review240,768,-3,2,2017-05-19,1
review241,1017,-3,3,2017-05-16,1
review242,51,-1,3,2017-05-10,5
review243,340,-3,2,2017-05-08,1
review244,43,-1,2,2017-05-01,5
review245,105,-2,1,2017-04-30,5
review246,121,-1,4,2017-04-29,5
review247,686,-3,1,2017-04-29,1
review248,20,-1,4,2017-04-27,5
review249,785,-2,3,2017-04-26,5
review250,51,-1,1,2017-04-25,5
review251,279,-1,3,2017-04-24,4
review252,663,-1,3,2017-04-22,1
review253,148,-1,3,2017-04-21,5
review254,1304,-4,3,2017-04-21,5
review255,16,-1,1,2017-04-19,4
review256,55,-2,1,2017-04-18,2
review257,49,-1,3,2017-04-15,5
review258,552,-4,2,2017-04-14,2
review259,79,-1,2,2017-04-09,5
review260,139,-1,3,2017-04-08,5
review261,496,-3,4,2017-04-07,5
review262,143,-1,3,2017-04-05,5
review263,183,-1,2,2017-03-31,5
review264,1388,-3,3,2017-03-31,4
review265,1061,-1,3,2017-03-30,5
review266,489,-3,1,2017-03-24,3
review267,662,-4,2,2017-03-23,1
review268,176,-1,3,2017-03-23,3
review269,207,-2,3,2017-03-20,3
review270,309,-3,1,2017-03-19,1
review271,1318,-2,3,2017-03-19,1
review272,821,-2,3,2017-03-17,4
review273,174,-2,3,2017-03-16,4
review274,134,-1,5,2017-03-15,3
review275,45,-1,3,2017-03-15,5
review276,36,-1,2,2017-03-14,5
review277,206,-2,1,2017-03-14,4
review278,336,-1,2,2017-03-14,4
review279,454,-4,2,2017-03-13,1
review280,38,-1,1,2017-03-11,5
review281,194,-1,3,2017-03-11,5
review282,13,-2,1,2017-03-09,1
review283,2869,-3,4,2017-03-08,1
review284,684,-3,3,2017-03-07,2
review285,116,-2,1,2017-03-05,3
review286,325,-4,1,2017-03-05,1
review287,647,-2,4,2017-03-04,5
review288,167,-1,3,2017-03-02,5
review289,40,-1,2,2017-03-02,5
review290,804,-4,3,2017-03-01,2
review291,1117,-3,3,2017-02-26,3
review292,53,-1,2,2017-02-25,5
review293,815,-2,4,2017-02-25,5
review294,450,-1,1,2017-02-23,2
review295,90,-4,1,2017-02-22,3
review296,786,-3,3,2017-02-22,2
review297,304,-1,2,2017-02-22,5
review298,98,-2,2,2017-02-21,3
review299,238,-2,2,2017-02-18,1
review300,116,-1,2,2017-02-17,5
review301,337,-1,3,2017-02-17,4
review302,56,-3,1,2017-02-16,1
review303,80,-1,4,2017-02-15,4
review304,2306,-3,4,2017-02-15,1
review305,23,-1,3,2017-02-14,5
review306,144,-4,1,2017-02-13,1
review307,59,-1,1,2017-02-12,3
review308,214,-4,1,2017-02-11,1
review309,69,-1,4,2017-02-10,5
review310,329,-2,2,2017-02-08,1
review311,1058,-3,3,2017-02-08,2
review312,36,-1,3,2017-02-07,5
review313,24,-1,3,2017-02-07,5
review314,417,-3,1,2017-02-07,1
review315,292,-2,3,2017-02-06,5
review316,477,-3,2,2017-02-06,4
review317,1481,-4,4,2017-02-06,3
review318,224,-1,2,2017-02-06,5
review319,65,-1,4,2017-02-06,5
review320,93,-1,1,2017-02-04,5
review321,44,-1,1,2017-02-04,4
review322,414,-2,2,2017-02-04,1
review323,49,-1,3,2017-02-04,5
review324,265,-1,3,2017-02-03,5
review325,258,-1,1,2017-02-02,1
review326,677,-2,2,2017-02-02,1
review327,426,-1,2,2017-01-31,1
review328,399,-1,3,2017-01-31,4
review329,408,-1,2,2017-01-30,4
review330,51,-1,1,2017-01-30,5
review331,241,-1,1,2017-01-29,5
review332,500,-1,3,2017-01-29,3
review333,32,-1,3,2017-01-28,5
review334,18,-1,3,2017-01-28,5
review335,2436,-5,3,2017-01-28,1
review336,88,-1,3,2017-01-27,5
review337,501,-3,2,2017-01-26,1
review338,22,-1,3,2017-01-25,5
review339,15,-1,1,2017-01-25,5
review340,689,-2,2,2017-01-25,5
review341,204,-1,1,2017-01-24,4
review342,428,-3,2,2017-01-23,1
review343,69,-1,3,2017-01-23,5
review344,278,-1,2,2017-01-23,1
review345,288,-3,2,2017-01-22,1
review346,483,-2,3,2017-01-22,4
review347,37,-1,1,2017-01-20,2
review348,558,-1,3,2017-01-19,4
review349,261,-2,2,2017-01-19,3
review350,96,-1,2,2017-01-19,4
review351,27,-1,4,2017-01-19,5
review352,29,-1,1,2017-01-18,2
review353,321,-1,3,2017-01-18,5
review354,573,-3,3,2017-01-17,4
review355,526,-3,2,2017-01-17,1
review356,365,-3,2,2017-01-15,1
review357,714,-2,3,2017-01-13,5
review358,494,-2,1,2017-01-12,3
review359,673,-2,3,2017-01-11,4
review360,75,-1,2,2017-01-11,2
review361,205,-1,1,2017-01-09,4
review362,29,-1,1,2017-01-09,5
review363,935,-3,3,2017-01-09,4
review364,529,-3,2,2017-01-08,1
review365,234,-2,3,2017-01-08,5
review366,4196,-3,2,2017-01-07,1
review367,89,-1,4,2017-01-07,5
review368,1814,-4,3,2017-01-06,2
review369,771,-1,3,2017-01-05,5
review370,478,-1,3,2017-01-04,5
review371,151,-1,2,2017-01-03,5
review372,809,-2,2,2017-01-03,3
review373,35,-1,3,2017-01-03,5
review374,2005,-4,2,2017-01-03,2
review375,165,-3,3,2017-01-02,4
review376,84,-1,3,2017-01-02,5
review377,54,-1,3,2017-01-02,5
review378,376,-4,2,2016-12-30,1
review379,524,-3,2,2016-12-30,4
review380,261,-1,1,2016-12-30,4
review381,349,-1,3,2016-12-28,5
review382,571,-1,3,2016-12-26,5
review383,35,-2,1,2016-12-26,1
review384,97,-2,3,2016-12-26,5
review385,100,-2,1,2016-12-23,4
review386,115,-1,2,2016-12-21,4
review387,279,-3,3,2016-12-21,5
review388,100,-3,1,2016-12-20,1
review389,77,-1,4,2016-12-20,1
review390,579,-4,2,2016-12-20,1
review391,64,-2,1,2016-12-20,3
review392,1059,-4,2,2016-12-19,4
review393,499,-1,2,2016-12-18,1
review394,412,-3,3,2016-12-18,4
review395,322,-1,2,2016-12-18,4
review396,134,-1,3,2016-12-15,5
review397,459,-3,2,2016-12-15,5
review398,190,-1,3,2016-12-14,3
review399,31,-1,1,2016-12-13,5
review400,463,-3,3,2016-12-12,5
review401,2668,-3,3,2016-12-11,4
review402,564,-4,3,2016-12-10,4
review403,265,-1,3,2016-12-09,1
review404,34,-1,1,2016-12-06,5
review405,299,-2,1,2016-12-04,2
review406,88,-1,3,2016-12-01,5
review407,716,-2,2,2016-12-01,1
review408,208,-1,3,2016-12-01,5
review409,355,-1,2,2016-11-29,4
review410,1491,-3,3,2016-11-28,1
review411,385,-1,3,2016-11-27,5
review412,627,-1,3,2016-11-24,4
review413,39,-1,1,2016-11-23,5
review414,127,-2,2,2016-11-23,4
review415,905,-1,3,2016-11-22,5
review416,629,-3,3,2016-11-20,2
review417,635,-2,1,2016-11-19,1
review418,210,-2,2,2016-11-18,5
review419,375,-3,2,2016-11-17,1
review420,155,-1,1,2016-11-14,2
review421,454,-1,2,2016-11-14,5
review422,583,-1,3,2016-11-09,5
review423,100,-1,3,2016-11-09,5
review424,522,-3,2,2016-11-04,3
review425,96,-4,1,2016-11-02,1
review426,554,-4,2,2016-11-01,1
review427,403,-1,2,2016-11-01,5
review428,238,-1,3,2016-11-01,5
review429,646,-3,2,2016-10-31,1
review430,146,-2,1,2016-10-29,1
review431,94,-1,2,2016-10-27,5
review432,47,-4,2,2016-10-25,3
review433,300,-3,4,2016-10-24,4
review434,305,-3,2,2016-10-23,1
review435,243,-2,1,2016-10-22,1
review436,1874,-2,3,2016-10-22,1
review437,103,-1,1,2016-10-20,2
review438,623,-3,2,2016-10-19,1
review439,1497,-1,2,2016-10-18,5
review440,432,-2,1,2016-10-17,3
review441,228,-4,2,2016-10-15,2
review442,1978,-2,4,2016-10-10,5
review443,736,-1,2,2016-10-09,5
review444,95,-2,3,2016-10-08,5
review445,242,-2,3,2016-10-06,5
review446,1219,-2,2,2016-10-04,5
review447,172,-1,4,2016-10-03,5
review448,135,-1,3,2016-10-02,5
review449,682,-1,3,2016-09-30,4
review450,160,-3,1,2016-09-27,1
review451,1862,-3,3,2016-09-26,4
review452,231,-3,3,2016-09-21,3
review453,1023,-2,3,2016-09-21,5
review454,2638,-3,3,2016-09-21,4
review455,482,-1,2,2016-09-15,5
review456,36,-1,3,2016-09-13,5
review457,921,-2,3,2016-09-04,4
review458,984,-3,3,2016-08-30,5
review459,1059,-2,3,2016-08-28,5
review460,232,-1,3,2016-08-26,5
review461,218,-2,2,2016-08-25,3
review462,324,-4,2,2016-08-24,2
review463,19,-1,2,2016-08-23,5
review464,32,-1,3,2016-08-23,5
review465,249,-1,3,2016-08-22,5
review466,71,-1,3,2016-08-22,5
review467,3472,-2,4,2016-08-19,5
review468,83,-1,1,2016-08-19,3
review469,1203,-3,2,2016-08-17,1
review470,29,-1,2,2016-08-11,5
review471,1461,-2,3,2016-08-09,5
review472,219,-1,3,2016-08-08,4
review473,141,-1,2,2016-08-07,4
review474,2870,-5,2,2016-08-07,1
review475,107,-1,1,2016-08-05,5
review476,736,-4,3,2016-07-31,4
review477,232,-1,2,2016-07-28,5
review478,244,-2,1,2016-07-26,5
review479,724,-2,3,2016-07-25,3
review480,210,-1,3,2016-07-20,5
review481,37,-1,1,2016-07-19,2
review482,567,-4,1,2016-07-18,2
review483,1314,-4,4,2016-07-16,1
review484,1289,-3,2,2016-07-16,3
review485,483,-4,2,2016-07-16,1
review486,370,-1,1,2016-07-15,3
review487,535,-3,2,2016-07-14,1
review488,30,-1,1,2016-07-14,5
review489,478,-2,4,2016-07-09,5
review490,430,-1,3,2016-07-06,4
review491,37,-1,3,2016-07-06,5
review492,586,-4,2,2016-07-05,1
review493,605,-3,2,2016-07-03,3
review494,288,-3,2,2016-06-29,1
review495,22,-1,3,2016-06-27,5
review496,1395,-2,3,2016-06-25,5
review497,337,-2,2,2016-06-25,3
review498,217,-4,3,2016-06-25,1
review499,487,-1,3,2016-06-18,5
review500,261,-1,3,2016-06-17,5
review501,276,-2,1,2016-06-16,5
review502,683,-3,1,2016-06-15,2
review503,25,-1,1,2016-06-14,5
review504,1490,-4,2,2016-06-13,1
review505,1220,-3,3,2016-06-10,4
review506,673,-2,3,2016-06-09,5
review507,154,-1,3,2016-06-08,5
review508,43,-1,1,2016-06-02,1
review509,198,-1,3,2016-05-31,5
review510,77,-1,1,2016-05-30,4
review511,33,-1,3,2016-05-30,5
review512,174,-3,2,2016-05-28,4
review513,231,-4,1,2016-05-26,1
review514,219,-1,2,2016-05-24,5
review515,738,-3,3,2016-05-18,2
review516,152,-1,1,2016-05-16,3
review517,725,-3,2,2016-05-16,3
review518,2099,-5,3,2016-05-15,5
review519,2099,-5,3,2016-05-15,5
review520,161,-2,2,2016-05-14,4
review521,197,-2,1,2016-05-13,1
review522,611,-3,3,2016-05-11,3
review523,84,-1,3,2016-05-11,5
review524,409,-2,4,2016-05-10,5
review525,216,-1,2,2016-05-10,2
review526,24,-1,2,2016-05-10,5
review527,106,-1,1,2016-05-07,1
review528,34,-2,1,2016-05-06,1
review529,777,-1,4,2016-05-05,4
review530,685,-2,3,2016-05-01,4
review531,33,-1,3,2016-04-29,5
review532,43,-1,2,2016-04-28,5
review533,1441,-4,2,2016-04-27,2
review534,408,-3,2,2016-04-23,4
review535,624,-3,2,2016-04-21,1
review536,3152,-3,3,2016-04-21,3
review537,22,-1,2,2016-04-21,5
review538,20,-1,2,2016-04-20,5
review539,284,-2,2,2016-04-20,5
review540,181,-1,3,2016-04-19,4
review541,349,-2,2,2016-04-18,3
review542,200,-1,3,2016-04-16,5
review543,43,-1,3,2016-04-16,4
review544,1504,-3,3,2016-04-14,4
review545,57,-1,1,2016-04-14,3
review546,123,-1,3,2016-04-13,5
review547,602,-1,3,2016-04-13,5
review548,405,-3,1,2016-04-08,2
review549,457,-3,3,2016-04-06,1
review550,420,-2,3,2016-04-02,3
review551,464,-1,3,2016-04-01,5
review552,44,-1,1,2016-03-31,1
review553,1666,-2,3,2016-03-29,3
review554,341,-2,3,2016-03-28,5
review555,963,-3,3,2016-03-27,2
review556,35,-1,1,2016-03-26,5
review557,54,-1,1,2016-03-25,3
review558,556,-2,3,2016-03-24,1
review559,177,-2,2,2016-03-24,5
review560,1419,-2,4,2016-03-21,5
review561,917,-2,2,2016-03-20,2
review562,446,-3,2,2016-03-20,2
review563,983,-4,3,2016-03-18,1
review564,2429,-4,4,2016-03-16,4
review565,895,-3,3,2016-03-15,1
review566,1114,-4,3,2016-03-15,1
review567,96,-1,3,2016-03-14,5
review568,284,-1,2,2016-03-14,1
review569,1139,-4,2,2016-03-14,5
review570,36,-1,1,2016-03-10,5
review571,359,-2,2,2016-03-08,5
review572,265,-4,1,2016-03-08,1
review573,188,-1,3,2016-03-07,5
review574,20,-1,4,2016-03-06,5
review575,81,-3,3,2016-03-04,5
review576,660,-3,2,2016-03-03,1
review577,717,-3,3,2016-03-03,3
review578,26,-1,1,2016-03-01,1
review579,18,-1,3,2016-02-29,5
review580,78,-1,1,2016-02-22,3
review581,961,-2,3,2016-02-20,4
review582,74,-1,1,2016-02-18,5
review583,359,-2,2,2016-02-16,2
review584,95,-1,2,2016-02-15,4
review585,574,-4,2,2016-02-09,5
review586,6726,-3,3,2016-02-09,3
review587,1482,-4,3,2016-02-07,1
review588,340,-2,3,2016-02-06,4
review589,1078,-2,2,2016-02-06,1
review590,305,-2,3,2016-02-06,5
review591,183,-2,1,2016-02-01,3
review592,180,-1,3,2016-01-31,5
review593,175,-1,2,2016-01-30,5
review594,400,-1,3,2016-01-29,3
review595,602,-2,3,2016-01-27,5
review596,188,-1,1,2016-01-25,4
review597,66,-1,2,2016-01-24,1
review598,39,-1,1,2016-01-24,5
review599,386,-2,2,2016-01-23,1
review600,29,-1,3,2016-01-20,4
review601,128,-2,1,2016-01-20,2
review602,910,-3,2,2016-01-17,1
review603,589,-2,2,2016-01-16,4
review604,999,-2,2,2016-01-16,1
review605,375,-2,3,2016-01-13,4
review606,2445,-4,3,2016-01-13,2
review607,719,-4,2,2016-01-10,1
review608,1043,-4,2,2016-01-06,5
review609,932,-3,2,2016-01-03,1
review610,678,-2,3,2016-01-03,5
review611,121,-2,1,2015-12-31,4
review612,95,-1,4,2015-12-31,5
review613,204,-1,3,2015-12-30,2
review614,572,-3,2,2015-12-28,1
review615,109,-1,1,2015-12-23,4
review616,509,-3,3,2015-12-20,5
review617,542,-3,3,2015-12-20,2
review618,23,-1,1,2015-12-18,5
review619,309,-2,1,2015-12-18,1
review620,556,-3,2,2015-12-18,1
review621,18,-1,3,2015-12-15,5
review622,230,-2,1,2015-12-15,1
review623,777,-2,3,2015-12-06,1
review624,426,-3,3,2015-12-04,5
review625,330,-2,2,2015-12-02,2
review626,183,-2,1,2015-11-29,1
review627,145,-2,1,2015-11-27,1
review628,334,-1,1,2015-11-24,5
review629,320,-1,3,2015-11-16,4
review630,493,-1,3,2015-11-16,4
review631,250,-3,1,2015-11-15,1
review632,50,-1,3,2015-11-09,4
review633,514,-4,2,2015-11-05,4
review634,36,-1,3,2015-11-05,4
review635,1484,-2,3,2015-11-04,5
review636,53,-1,3,2015-11-02,4
review637,253,-1,3,2015-10-31,3
review638,33,-1,3,2015-10-31,5
review639,258,-5,2,2015-10-31,2
review640,996,-4,3,2015-10-30,1
review641,1654,-3,2,2015-10-29,4
review642,266,-2,3,2015-10-27,4
review643,25,-1,2,2015-10-22,5
review644,1876,-4,3,2015-10-21,1
review645,16,-1,3,2015-10-20,5
review646,437,-1,3,2015-10-20,5
review647,405,-2,2,2015-10-18,5
review648,560,-3,3,2015-10-16,5
review649,707,-4,2,2015-10-14,1
review650,149,-1,3,2015-10-10,5
review651,23,-1,3,2015-10-05,5
review652,889,-3,2,2015-10-05,1
review653,1810,-2,3,2015-10-04,3
review654,3186,-3,3,2015-10-03,1
review655,1914,-3,4,2015-10-02,2
review656,185,-2,1,2015-09-30,1
review657,1413,-3,4,2015-09-28,1
review658,2555,-4,3,2015-09-28,2
review659,218,-3,3,2015-09-27,5
review660,62,-1,1,2015-09-26,5
review661,616,-1,3,2015-09-23,3
review662,956,-2,4,2015-09-14,5
review663,168,-3,3,2015-09-09,5
review664,519,-1,1,2015-08-31,2
review665,306,-1,4,2015-08-30,5
review666,947,-3,2,2015-08-30,1
review667,292,-2,3,2015-08-27,5
review668,31,-1,1,2015-08-18,4
review669,997,-2,3,2015-08-11,5
review670,494,-2,3,2015-07-29,4
review671,212,-4,2,2015-07-19,1
review672,144,-2,1,2015-07-15,1
review673,286,-2,3,2015-06-27,4
review674,928,-2,2,2015-06-02,1
review675,755,-4,2,2015-04-27,1
review676,953,-2,3,2015-04-08,5
review677,48,-1,1,2015-04-03,5
