Review,Length,Negative,Positive,Date,Stars
review112,474,-2,3,2018-07-06,3
review113,353,-3,3,2018-07-04,1
review114,2709,-3,3,2018-07-03,2
review115,545,-2,2,2018-07-02,5
review116,371,-2,2,2018-07-02,1
review117,16,-1,3,2018-06-30,5
review118,183,-1,3,2018-06-29,5
review119,47,-1,1,2018-06-28,1
review120,54,-1,3,2018-06-28,5
review121,695,-3,2,2018-06-27,5
review122,250,-2,3,2018-06-26,5
review123,176,-1,2,2018-06-26,1
review124,87,-1,3,2018-06-26,5
review125,767,-3,4,2018-06-24,5
review126,360,-1,4,2018-06-24,3
review127,884,-4,4,2018-06-24,1
review128,561,-1,2,2018-06-23,5
review129,41,-1,3,2018-06-23,5
review130,367,-3,2,2018-06-22,5
review131,220,-1,3,2018-06-22,3
review132,350,-1,1,2018-06-22,4
review133,119,-1,4,2018-06-22,5
review134,267,-1,3,2018-06-22,1
review135,93,-1,1,2018-06-20,5
review136,199,-1,3,2018-06-20,5
review137,135,-2,3,2018-06-20,5
review138,110,-4,3,2018-06-18,1
review139,335,-1,3,2018-06-18,5
review140,396,-1,3,2018-06-18,5
review141,642,-3,2,2018-06-17,1
review142,235,-2,1,2018-06-16,3
review143,230,-1,3,2018-06-15,5
review144,120,-1,2,2018-06-15,5
review145,18,-1,3,2018-06-14,5
review146,1224,-1,3,2018-06-14,5
review147,32,-1,3,2018-06-14,5
review148,164,-3,2,2018-06-13,1
review149,276,-1,3,2018-06-12,5
review150,336,-1,3,2018-06-12,5
review151,81,-1,2,2018-06-12,5
review152,358,-1,3,2018-06-12,5
review153,481,-2,3,2018-06-12,4
review154,159,-1,3,2018-06-10,5
review155,198,-2,1,2018-06-10,2
review156,126,-1,3,2018-06-10,5
review157,1211,-3,2,2018-06-09,1
review158,297,-4,3,2018-06-08,4
review159,1075,-2,2,2018-06-08,1
review160,331,-1,3,2018-06-08,5
review161,28,-1,1,2018-06-06,3
review162,429,-4,3,2018-06-06,3
review163,943,-2,3,2018-06-06,5
review164,215,-1,2,2018-06-06,5
review165,512,-1,3,2018-06-06,5
review166,1009,-2,3,2018-06-02,5
review167,297,-3,1,2018-06-01,1
review168,45,-1,3,2018-05-31,5
review169,234,-3,3,2018-05-31,2
review170,798,-4,2,2018-05-30,5
review171,120,-1,3,2018-05-30,5
review172,459,-4,1,2018-05-30,3
review173,198,-1,2,2018-05-29,4
review174,6411,-3,3,2018-05-29,2
review175,1075,-3,3,2018-05-29,2
review176,42,-1,2,2018-05-28,5
review177,573,-3,2,2018-05-23,1
review178,234,-1,3,2018-05-23,4
review179,577,-2,3,2018-05-21,3
review180,198,-1,3,2018-05-20,5
review181,455,-1,3,2018-05-20,5
review182,399,-3,2,2018-05-20,2
review183,104,-1,1,2018-05-19,1
review184,59,-1,3,2018-05-19,5
review185,308,-1,2,2018-05-19,4
review186,259,-2,1,2018-05-18,1
review187,917,-2,3,2018-05-18,4
review188,89,-1,3,2018-05-18,5
review189,66,-1,2,2018-05-18,5
review190,638,-3,2,2018-05-18,1
review191,605,-2,3,2018-05-18,4
review192,206,-1,4,2018-05-17,5
review193,197,-3,2,2018-05-16,5
review194,416,-4,1,2018-05-12,1
review195,44,-1,3,2018-05-12,5
review196,147,-1,1,2018-05-11,5
review197,455,-2,3,2018-05-11,5
review198,840,-2,3,2018-05-11,5
review199,190,-1,1,2018-05-10,5
review200,75,-1,3,2018-05-10,4
review201,36,-2,1,2018-05-10,1
review202,434,-1,1,2018-05-09,2
review203,735,-3,2,2018-05-08,2
review204,192,-1,3,2018-05-07,5
review205,350,-2,2,2018-05-07,1
review206,372,-1,2,2018-05-06,3
review207,117,-1,3,2018-05-03,5
review208,143,-1,3,2018-05-03,4
review209,39,-1,3,2018-04-30,5
review210,467,-2,2,2018-04-30,1
review211,716,-3,3,2018-04-30,4
review212,722,-3,3,2018-04-29,4
review213,838,-4,3,2018-04-28,5
review214,2213,-4,4,2018-04-27,5
review215,644,-2,3,2018-04-25,3
review216,28,-1,3,2018-04-23,5
review217,1392,-2,3,2018-04-23,5
review218,243,-1,3,2018-04-22,5
review219,388,-3,2,2018-04-22,1
review220,89,-1,4,2018-04-21,5
review221,531,-3,3,2018-04-20,4
review222,288,-1,3,2018-04-20,5
review223,573,-1,4,2018-04-19,5
review224,397,-4,3,2018-04-19,4
review225,1272,-4,3,2018-04-18,3
review226,179,-3,1,2018-04-17,1
review227,97,-2,2,2018-04-16,5
review228,46,-1,3,2018-04-16,5
review229,579,-1,3,2018-04-15,5
review230,50,-1,3,2018-04-15,5
review231,148,-1,3,2018-04-15,5
review232,24,-1,3,2018-04-14,5
review233,202,-1,3,2018-04-13,5
review234,114,-1,3,2018-04-12,5
review235,299,-2,3,2018-04-11,5
review236,530,-1,3,2018-04-10,5
review237,523,-1,3,2018-04-10,5
review238,154,-1,4,2018-04-09,5
review239,1013,-4,3,2018-04-09,4
review240,557,-1,3,2018-04-09,5
review241,442,-2,2,2018-04-08,2
review242,20,-1,1,2018-04-07,5
review243,1119,-3,2,2018-04-07,1
review244,1677,-3,3,2018-04-05,3
review245,275,-2,2,2018-04-05,4
review246,762,-3,3,2018-04-04,3
review247,19,-1,1,2018-04-03,5
review248,97,-1,2,2018-04-03,5
review249,720,-2,3,2018-04-03,1
review250,649,-1,3,2018-04-03,5
review251,903,-2,4,2018-04-02,5
review252,47,-1,3,2018-03-31,5
review253,25,-1,3,2018-03-31,5
review254,360,-2,1,2018-03-30,1
review255,40,-1,1,2018-03-30,5
review256,85,-2,1,2018-03-29,1
review257,818,-3,3,2018-03-29,5
review258,22,-1,3,2018-03-28,5
review259,317,-1,4,2018-03-28,5
review260,311,-2,2,2018-03-28,5
review261,193,-1,3,2018-03-28,5
review262,308,-3,2,2018-03-27,1
review263,746,-2,3,2018-03-27,3
review264,607,-4,3,2018-03-26,2
review265,119,-2,2,2018-03-25,1
review266,549,-3,3,2018-03-25,3
review267,1766,-4,3,2018-03-25,4
review268,62,-1,1,2018-03-24,1
review269,373,-3,3,2018-03-24,5
review270,349,-1,3,2018-03-24,4
review271,435,-1,4,2018-03-24,5
review272,391,-1,2,2018-03-24,5
review273,82,-3,1,2018-03-23,1
review274,392,-3,3,2018-03-23,2
review275,2890,-4,4,2018-03-22,2
review276,361,-1,3,2018-03-21,3
review277,142,-1,1,2018-03-19,5
review278,25,-1,2,2018-03-19,5
review279,75,-1,2,2018-03-19,4
review280,321,-3,3,2018-03-19,5
review281,571,-3,2,2018-03-18,2
review282,252,-1,4,2018-03-17,5
review283,143,-1,3,2018-03-16,5
review284,465,-1,3,2018-03-16,4
review285,72,-1,3,2018-03-16,5
review286,516,-2,3,2018-03-14,3
review287,470,-2,3,2018-03-14,4
review288,614,-1,3,2018-03-13,5
review289,3125,-3,3,2018-03-12,3
review290,1364,-2,2,2018-03-12,4
review291,174,-1,2,2018-03-12,4
review292,195,-1,3,2018-03-11,5
review293,329,-3,3,2018-03-11,3
review294,246,-2,3,2018-03-11,5
review295,291,-3,2,2018-03-10,4
review296,75,-1,3,2018-03-09,5
review297,297,-3,1,2018-03-09,1
review298,18,-1,3,2018-03-09,5
review299,391,-3,1,2018-03-08,1
review300,828,-4,2,2018-03-07,2
review301,42,-2,1,2018-03-07,5
review302,2221,-3,3,2018-03-06,5
review303,348,-2,3,2018-03-06,5
review304,267,-2,2,2018-03-06,5
review305,369,-1,4,2018-03-06,5
review306,633,-1,2,2018-03-05,4
review307,1693,-2,3,2018-03-03,5
review308,227,-1,1,2018-03-03,1
review309,862,-4,3,2018-03-02,5
review310,376,-1,2,2018-03-02,3
review311,65,-1,4,2018-03-02,5
review312,38,-1,1,2018-03-01,5
review313,436,-4,4,2018-02-28,2
review314,70,-1,3,2018-02-28,5
review315,300,-1,4,2018-02-27,5
review316,273,-1,4,2018-02-27,5
review317,343,-3,3,2018-02-27,1
review318,515,-3,4,2018-02-27,5
review319,517,-4,2,2018-02-26,1
review320,32,-1,1,2018-02-26,5
review321,262,-3,2,2018-02-25,2
review322,2496,-4,3,2018-02-25,3
review323,717,-4,2,2018-02-25,4
review324,237,-1,3,2018-02-25,5
review325,528,-2,3,2018-02-24,5
review326,12392,-3,3,2018-02-24,4
review327,268,-1,3,2018-02-24,3
review328,163,-1,2,2018-02-24,5
review329,332,-4,3,2018-02-24,5
review330,48,-1,4,2018-02-24,5
review331,2489,-2,4,2018-02-24,5
review332,95,-1,4,2018-02-22,5
review333,967,-2,4,2018-02-21,1
review334,248,-1,3,2018-02-21,2
review335,823,-3,3,2018-02-20,2
review336,229,-2,1,2018-02-18,3
review337,36,-1,3,2018-02-17,5
review338,558,-2,3,2018-02-17,5
review339,704,-2,3,2018-02-16,1
review340,24,-1,3,2018-02-16,5
review341,715,-3,3,2018-02-14,4
review342,283,-4,2,2018-02-13,2
review343,1155,-4,3,2018-02-13,5
review344,729,-2,3,2018-02-13,4
review345,2286,-4,3,2018-02-12,1
review346,688,-2,3,2018-02-12,4
review347,1733,-3,2,2018-02-12,1
review348,243,-2,3,2018-02-11,5
review349,572,-1,1,2018-02-11,1
review350,1007,-2,2,2018-02-11,5
review351,811,-2,3,2018-02-10,4
review352,1328,-1,3,2018-02-09,5
review353,140,-2,1,2018-02-09,2
review354,144,-1,1,2018-02-08,2
review355,34,-1,4,2018-02-08,5
review356,2619,-3,4,2018-02-08,5
review357,1247,-3,3,2018-02-07,4
review358,528,-1,3,2018-02-07,5
review359,652,-1,3,2018-02-07,5
review360,356,-2,4,2018-02-07,4
review361,80,-1,1,2018-02-06,5
review362,93,-1,1,2018-02-05,1
review363,221,-2,3,2018-02-05,2
review364,667,-2,3,2018-02-04,5
review365,256,-1,1,2018-02-04,1
review366,217,-1,1,2018-02-04,4
review367,401,-2,3,2018-02-03,4
review368,650,-2,2,2018-02-03,2
review369,72,-1,3,2018-02-02,5
review370,195,-2,3,2018-02-02,5
review371,99,-1,1,2018-02-02,4
review372,375,-2,3,2018-02-02,5
review373,928,-3,2,2018-02-01,2
review374,165,-1,1,2018-02-01,3
review375,400,-3,1,2018-01-31,1
review376,86,-1,3,2018-01-30,5
review377,511,-1,3,2018-01-29,4
review378,29,-1,2,2018-01-28,5
review379,33,-1,1,2018-01-28,5
review380,376,-3,2,2018-01-28,5
review381,285,-2,3,2018-01-28,4
review382,1020,-3,3,2018-01-28,4
review383,209,-3,2,2018-01-28,1
review384,1572,-2,4,2018-01-28,4
review385,332,-1,3,2018-01-26,5
review386,424,-3,2,2018-01-26,1
review387,289,-1,3,2018-01-26,5
review388,203,-1,3,2018-01-25,5
review389,66,-1,3,2018-01-25,4
review390,453,-3,3,2018-01-25,3
review391,1100,-2,4,2018-01-25,4
review392,142,-1,3,2018-01-25,5
review393,216,-1,2,2018-01-25,5
review394,473,-2,2,2018-01-25,5
review395,67,-1,3,2018-01-25,5
review396,787,-3,3,2018-01-25,4
review397,2245,-2,3,2018-01-24,5
review398,737,-3,3,2018-01-23,1
review399,265,-1,3,2018-01-23,4
review400,637,-2,3,2018-01-23,4
review401,238,-1,3,2018-01-23,5
review402,567,-4,3,2018-01-23,5
review403,1705,-3,4,2018-01-23,3
review404,875,-2,3,2018-01-23,3
review405,547,-1,3,2018-01-23,5
review406,349,-2,2,2018-01-22,4
review407,39,-1,3,2018-01-22,5
review408,103,-1,3,2018-01-22,5
review409,114,-1,3,2018-01-22,5
review410,802,-1,2,2018-01-22,5
review411,688,-1,3,2018-01-22,5
review412,472,-1,1,2018-01-22,4
review413,186,-2,3,2018-01-22,5
review414,1703,-4,3,2018-01-22,5
review415,2488,-4,2,2018-01-22,3
review416,449,-1,3,2018-01-22,5
review417,175,-1,1,2018-01-22,5
review418,337,-1,2,2018-01-22,5
review419,345,-1,2,2018-01-22,5
review420,471,-3,2,2018-01-22,5
review421,84,-1,3,2018-01-22,4
review422,75,-1,2,2018-01-22,5
review423,452,-2,3,2018-01-22,5
review424,247,-1,4,2018-01-22,5
review425,116,-2,2,2018-01-22,5
review426,154,-1,1,2018-01-22,5
review427,884,-2,2,2018-01-22,4
review428,351,-1,3,2018-01-21,5
review429,137,-1,3,2018-01-21,5
review430,931,-3,3,2018-01-21,2
review431,96,-1,3,2018-01-20,4
review432,566,-2,3,2018-01-20,5
review433,834,-1,3,2018-01-20,5
review434,768,-2,3,2018-01-20,5
review435,673,-3,3,2018-01-20,4
review436,335,-1,3,2018-01-20,5
review437,1036,-4,3,2018-01-20,1
review438,269,-2,2,2018-01-20,5
review439,96,-1,3,2018-01-20,5
review440,207,-2,3,2018-01-19,5
review441,508,-4,3,2018-01-19,1
review442,246,-1,3,2018-01-19,5
review443,226,-1,3,2018-01-18,5
review444,321,-1,4,2018-01-17,5
review445,700,-3,2,2018-01-17,1
review446,189,-1,3,2018-01-17,5
review447,443,-1,3,2018-01-17,5
review448,438,-2,3,2018-01-17,3
review449,900,-2,2,2018-01-17,2
review450,477,-3,3,2018-01-16,5
review451,1197,-2,3,2018-01-15,5
review452,59,-1,4,2018-01-15,5
review453,369,-2,3,2018-01-15,5
review454,295,-1,3,2018-01-15,5
review455,1075,-2,3,2018-01-15,4
review456,765,-2,4,2018-01-15,5
review457,221,-1,2,2018-01-15,5
review458,832,-3,2,2018-01-15,4
review459,73,-1,1,2018-01-15,5
review460,1111,-3,3,2018-01-14,1
review461,561,-1,4,2018-01-14,5
review462,2299,-2,3,2018-01-14,5
review463,1270,-4,3,2018-01-13,3
review464,594,-2,3,2018-01-13,5
review465,1015,-4,2,2018-01-13,1
review466,2357,-4,4,2018-01-13,5
review467,409,-3,3,2018-01-13,1
review468,81,-1,3,2018-01-12,5
review469,1572,-3,3,2018-01-12,4
review470,105,-1,3,2018-01-12,4
review471,644,-2,3,2018-01-12,5
review472,217,-2,2,2018-01-10,3
review473,423,-1,3,2018-01-10,4
review474,253,-1,3,2018-01-10,5
review475,986,-2,3,2018-01-10,4
review476,35,-1,1,2018-01-10,5
review477,187,-3,1,2018-01-09,1
review478,1176,-2,3,2018-01-09,3
review479,237,-3,1,2018-01-09,1
review480,159,-1,3,2018-01-09,5
review481,152,-1,3,2018-01-08,5
review482,97,-1,3,2018-01-08,4
review483,37,-1,1,2018-01-08,3
review484,542,-1,4,2018-01-07,5
review485,101,-1,2,2018-01-07,5
review486,284,-1,3,2018-01-07,5
review487,71,-2,2,2018-01-07,4
review488,353,-1,2,2018-01-07,5
review489,80,-2,1,2018-01-07,3
review490,655,-3,2,2018-01-06,1
review491,2193,-5,2,2018-01-06,1
review492,343,-1,4,2018-01-06,5
review493,1995,-4,3,2018-01-06,4
review494,400,-2,4,2018-01-06,5
review495,492,-2,3,2018-01-05,5
review496,416,-1,3,2018-01-05,5
review497,847,-1,3,2018-01-05,5
review498,730,-2,5,2018-01-05,5
review499,156,-3,1,2018-01-05,1
review500,415,-2,4,2018-01-04,4
review501,786,-4,3,2018-01-04,5
review502,517,-3,2,2018-01-04,2
review503,1460,-4,3,2018-01-03,3
review504,153,-1,3,2018-01-03,5
review505,6148,-3,4,2018-01-02,4
review506,420,-1,3,2018-01-02,1
review507,1360,-4,3,2018-01-02,5
review508,180,-1,3,2018-01-02,5
review509,621,-3,2,2018-01-02,4
review510,467,-3,1,2018-01-02,1
review511,329,-1,3,2018-01-02,5
review512,107,-1,3,2018-01-01,5
review513,626,-2,3,2018-01-01,5
review514,267,-1,3,2018-01-01,5
review515,618,-1,4,2017-12-31,4
review516,247,-3,2,2017-12-30,2
review517,499,-2,2,2017-12-30,1
review518,1061,-2,3,2017-12-30,5
review519,3771,-2,3,2017-12-30,5
review520,476,-4,3,2017-12-29,4
review521,705,-4,1,2017-12-29,1
review522,822,-3,3,2017-12-29,5
review523,1737,-3,3,2017-12-29,4
review524,217,-1,3,2017-12-29,5
review525,367,-2,3,2017-12-29,5
review526,849,-3,2,2017-12-28,5
review527,224,-1,3,2017-12-28,4
review528,316,-1,3,2017-12-28,5
review529,524,-3,3,2017-12-28,1
review530,355,-2,3,2017-12-28,5
review531,128,-1,3,2017-12-28,5
review532,285,-3,2,2017-12-27,2
review533,458,-2,3,2017-12-27,5
review534,41,-1,1,2017-12-26,1
review535,244,-1,3,2017-12-26,5
review536,337,-1,3,2017-12-26,5
review537,50,-1,3,2017-12-26,5
review538,512,-1,3,2017-12-26,5
review539,638,-1,2,2017-12-26,3
review540,1106,-3,2,2017-12-25,1
review541,179,-1,2,2017-12-24,5
review542,338,-2,3,2017-12-24,5
review543,721,-4,4,2017-12-24,1
review544,936,-3,4,2017-12-24,5
review545,462,-3,3,2017-12-24,4
review546,456,-2,3,2017-12-24,3
review547,138,-1,3,2017-12-23,5
review548,365,-1,2,2017-12-23,4
review549,248,-2,1,2017-12-23,3
review550,694,-2,3,2017-12-23,5
review551,628,-2,3,2017-12-22,5
review552,137,-1,4,2017-12-21,5
review553,711,-1,3,2017-12-21,5
review554,478,-3,1,2017-12-21,1
review555,132,-1,2,2017-12-20,5
review556,2002,-4,3,2017-12-20,1
review557,957,-4,2,2017-12-20,2
review558,25,-1,3,2017-12-19,5
review559,285,-1,2,2017-12-19,5
review560,602,-2,3,2017-12-18,4
review561,211,-1,3,2017-12-18,5
review562,100,-1,3,2017-12-18,5
review563,4446,-3,4,2017-12-18,4
review564,522,-1,3,2017-12-18,5
review565,517,-2,3,2017-12-18,5
review566,287,-1,3,2017-12-17,2
review567,649,-1,2,2017-12-17,5
review568,1155,-2,3,2017-12-17,5
review569,200,-1,1,2017-12-17,4
review570,1836,-2,2,2017-12-17,3
review571,350,-1,3,2017-12-17,5
review572,2492,-3,3,2017-12-17,5
review573,101,-1,1,2017-12-17,1
review574,182,-1,2,2017-12-17,5
review575,1322,-1,3,2017-12-17,5
review576,183,-1,3,2017-12-16,5
review577,356,-1,4,2017-12-16,4
review578,275,-1,3,2017-12-16,5
review579,1482,-2,3,2017-12-16,2
review580,203,-2,3,2017-12-15,5
review581,300,-3,1,2017-12-15,4
review582,66,-1,3,2017-12-15,5
review583,948,-4,4,2017-12-15,3
review584,267,-1,3,2017-12-14,5
review585,601,-2,2,2017-12-13,5
review586,2553,-3,3,2017-12-13,4
review587,930,-1,3,2017-12-12,4
review588,382,-2,1,2017-12-12,4
review589,176,-1,2,2017-12-12,5
review590,383,-1,4,2017-12-11,5
review591,1729,-3,3,2017-12-11,2
review592,712,-2,3,2017-12-11,5
review593,2645,-2,4,2017-12-11,5
review594,220,-4,1,2017-12-10,3
review595,22,-1,2,2017-12-10,4
review596,2090,-5,3,2017-12-10,1
review597,299,-2,1,2017-12-08,4
review598,1626,-3,4,2017-12-08,3
review599,329,-1,3,2017-12-08,2
review600,3324,-4,3,2017-12-08,4
review601,330,-2,3,2017-12-07,5
review602,87,-1,3,2017-12-07,5
review603,3009,-4,3,2017-12-07,4
review604,1205,-2,2,2017-12-07,5
review605,258,-1,3,2017-12-07,5
review606,86,-1,3,2017-12-07,5
review607,4242,-3,2,2017-12-07,5
review608,144,-2,1,2017-12-07,4
review609,296,-1,1,2017-12-06,3
review610,20,-1,4,2017-12-06,5
review611,302,-1,3,2017-12-06,5
review612,180,-1,3,2017-12-06,5
review613,203,-1,2,2017-12-05,4
review614,1979,-2,3,2017-12-05,3
review615,2340,-2,4,2017-12-05,3
review616,1880,-4,3,2017-12-04,1
review617,1056,-3,3,2017-12-04,2
review618,738,-1,3,2017-12-03,5
review619,628,-2,2,2017-12-03,2
review620,300,-1,3,2017-12-03,5
review621,1737,-2,3,2017-12-03,1
review622,16,-1,2,2017-12-03,5
review623,1264,-1,4,2017-12-02,5
review624,319,-1,3,2017-12-01,5
review625,1166,-3,2,2017-12-01,1
review626,173,-1,2,2017-12-01,5
review627,896,-1,3,2017-12-01,5
review628,356,-2,4,2017-12-01,5
review629,68,-3,1,2017-12-01,2
review630,141,-1,3,2017-11-30,5
review631,1159,-3,3,2017-11-30,5
review632,231,-2,1,2017-11-30,1
review633,25,-1,2,2017-11-30,5
review634,1670,-3,4,2017-11-29,4
review635,36,-1,3,2017-11-29,5
review636,578,-1,2,2017-11-29,4
review637,544,-1,3,2017-11-29,5
review638,2203,-2,4,2017-11-28,5
review639,126,-1,3,2017-11-28,5
review640,149,-1,3,2017-11-28,5
review641,252,-1,3,2017-11-28,5
review642,1554,-2,3,2017-11-27,5
review643,200,-1,1,2017-11-27,2
review644,765,-3,4,2017-11-27,5
review645,1100,-4,3,2017-11-26,4
review646,926,-2,4,2017-11-26,5
review647,459,-2,4,2017-11-26,5
review648,2333,-2,2,2017-11-26,3
review649,22,-1,4,2017-11-24,5
review650,2681,-3,4,2017-11-24,5
review651,596,-3,3,2017-11-24,2
review652,1673,-4,3,2017-11-24,1
review653,2187,-3,3,2017-11-22,5
review654,430,-4,2,2017-11-22,2
review655,312,-1,4,2017-11-22,5
review656,361,-4,2,2017-11-22,5
review657,559,-2,3,2017-11-22,5
review658,867,-1,3,2017-11-21,5
review659,2162,-5,2,2017-11-21,3
review660,92,-1,3,2017-11-21,5
review661,449,-1,3,2017-11-21,5
review662,494,-4,3,2017-11-21,5
review663,987,-1,4,2017-11-21,5
review664,782,-1,4,2017-11-21,5
review665,1162,-2,3,2017-11-21,5
review666,368,-2,2,2017-11-21,5
review667,170,-1,3,2017-11-21,5
review668,545,-1,3,2017-11-21,4
review669,245,-1,3,2017-11-21,5
review670,762,-1,3,2017-11-21,5
review671,2249,-4,3,2017-11-21,5
review672,177,-1,3,2017-11-20,5
review673,1002,-1,3,2017-11-20,4
review674,60,-1,4,2017-11-20,5
review675,621,-1,3,2017-11-19,5
review676,469,-2,3,2017-11-19,5
review677,174,-1,3,2017-11-19,5
review678,80,-1,3,2017-11-19,5
review679,614,-3,4,2017-11-19,5
review680,313,-1,3,2017-11-18,5
review681,534,-2,3,2017-11-18,5
review682,331,-2,1,2017-11-18,4
review683,243,-2,2,2017-11-17,1
review684,568,-3,3,2017-11-15,5
review685,3763,-5,4,2017-11-15,5
review686,927,-1,3,2017-11-15,5
review687,159,-1,3,2017-11-15,5
review688,498,-1,4,2017-11-14,5
review689,539,-1,3,2017-11-14,5
review690,274,-1,3,2017-11-14,4
review691,606,-3,4,2017-11-14,5
review692,1784,-4,3,2017-11-13,4
review693,148,-1,3,2017-11-12,5
review694,755,-1,3,2017-11-11,5
review695,303,-1,3,2017-11-11,5
review696,21,-1,4,2017-11-10,5
review697,1191,-3,3,2017-11-10,4
review698,510,-2,3,2017-11-10,5
review699,569,-4,2,2017-11-09,2
review700,726,-2,2,2017-11-09,3
review701,514,-2,3,2017-11-09,4
review702,280,-2,2,2017-11-09,4
review703,213,-1,3,2017-11-07,5
review704,20,-1,4,2017-11-06,5
review705,270,-2,3,2017-11-06,4
review706,2930,-3,3,2017-11-05,1
review707,1515,-2,3,2017-11-05,3
review708,757,-1,3,2017-11-05,5
review709,102,-1,1,2017-11-05,4
review710,245,-1,1,2017-11-04,1
review711,231,-1,3,2017-11-04,5
review712,167,-1,3,2017-11-03,5
review713,1021,-4,3,2017-11-02,5
review714,218,-1,2,2017-11-01,4
review715,1363,-2,3,2017-11-01,1
review716,557,-2,3,2017-10-31,3
review717,1706,-3,3,2017-10-30,1
review718,24,-1,3,2017-10-29,5
review719,500,-4,2,2017-10-25,1
review720,178,-1,1,2017-10-25,2
review721,620,-2,2,2017-10-24,4
review722,1141,-1,4,2017-10-24,5
review723,172,-1,3,2017-10-23,5
review724,578,-3,2,2017-10-22,1
review725,1259,-2,3,2017-10-22,5
review726,504,-4,3,2017-10-21,1
review727,144,-1,3,2017-10-21,5
