Review,Length,Negative,Positive,Date,Stars
review96,81,-1,3,2018-07-04,4
review97,1591,-1,3,2018-07-03,3
review98,399,-4,3,2018-07-03,4
review99,87,-1,3,2018-07-03,5
review100,129,-1,2,2018-07-02,3
review101,285,-3,2,2018-07-02,1
review102,28,-1,1,2018-07-02,1
review103,129,-1,3,2018-07-02,5
review104,46,-1,1,2018-07-01,5
review105,231,-1,1,2018-07-01,3
review106,97,-1,4,2018-06-30,5
review107,111,-1,3,2018-06-30,5
review108,381,-2,2,2018-06-29,1
review109,77,-2,1,2018-06-29,1
review110,9,-1,2,2018-06-29,5
review111,302,-1,3,2018-06-28,5
review112,120,-2,2,2018-06-26,1
review113,295,-3,2,2018-06-26,5
review114,380,-3,3,2018-06-26,4
review115,243,-1,2,2018-06-26,5
review116,199,-2,2,2018-06-25,5
review117,86,-1,2,2018-06-25,5
review118,104,-1,2,2018-06-24,4
review119,33,-1,2,2018-06-24,5
review120,350,-1,3,2018-06-24,5
review121,409,-3,1,2018-06-22,1
review122,61,-1,3,2018-06-21,5
review123,172,-1,3,2018-06-21,5
review124,208,-1,3,2018-06-20,5
review125,704,-3,3,2018-06-19,5
review126,58,-1,2,2018-06-19,3
review127,87,-1,3,2018-06-17,5
review128,45,-1,1,2018-06-16,5
review129,41,-1,2,2018-06-16,5
review130,334,-2,3,2018-06-15,1
review131,500,-1,3,2018-06-14,5
review132,60,-1,3,2018-06-13,4
review133,314,-1,2,2018-06-13,3
review134,662,-2,3,2018-06-12,5
review135,88,-2,2,2018-06-12,1
review136,193,-1,3,2018-06-11,5
review137,286,-2,3,2018-06-11,5
review138,20,-1,3,2018-06-10,5
review139,65,-1,3,2018-06-10,5
review140,2102,-3,2,2018-06-09,1
review141,33,-1,3,2018-06-09,5
review142,148,-2,4,2018-06-09,2
review143,65,-1,2,2018-06-08,4
review144,165,-1,1,2018-06-08,1
review145,18,-1,1,2018-06-07,5
review146,106,-1,2,2018-06-06,5
review147,80,-1,2,2018-06-06,5
review148,431,-3,3,2018-06-06,5
review149,157,-1,3,2018-06-06,5
review150,28,-1,2,2018-06-05,5
review151,24,-1,3,2018-06-04,5
review152,81,-1,4,2018-06-04,5
review153,807,-4,2,2018-06-03,1
review154,104,-2,1,2018-06-03,5
review155,560,-1,3,2018-06-02,5
review156,70,-1,3,2018-06-01,5
review157,59,-1,3,2018-06-01,5
review158,326,-1,4,2018-05-30,4
review159,1023,-4,1,2018-05-30,1
review160,159,-3,1,2018-05-29,2
review161,173,-1,3,2018-05-29,5
review162,97,-1,1,2018-05-28,5
review163,63,-1,3,2018-05-28,5
review164,91,-1,3,2018-05-27,4
review165,23,-1,2,2018-05-27,5
review166,115,-1,2,2018-05-25,4
review167,624,-1,4,2018-05-25,5
review168,223,-1,3,2018-05-24,5
review169,253,-1,3,2018-05-23,5
review170,87,-1,2,2018-05-22,5
review171,502,-3,3,2018-05-22,5
review172,76,-3,2,2018-05-22,2
review173,1410,-4,2,2018-05-21,1
review174,182,-2,3,2018-05-20,5
review175,95,-1,2,2018-05-19,5
review176,27,-1,1,2018-05-19,5
review177,416,-1,1,2018-05-18,4
review178,189,-3,1,2018-05-18,2
review179,241,-3,1,2018-05-16,1
review180,616,-2,3,2018-05-16,5
review181,464,-1,4,2018-05-16,5
review182,53,-1,3,2018-05-15,5
review183,38,-1,3,2018-05-15,5
review184,109,-1,1,2018-05-14,5
review185,45,-1,1,2018-05-14,2
review186,122,-2,1,2018-05-13,1
review187,24,-1,3,2018-05-13,5
review188,65,-1,1,2018-05-11,5
review189,317,-4,2,2018-05-10,4
review190,124,-2,1,2018-05-10,1
review191,27,-1,1,2018-05-10,4
review192,388,-2,3,2018-05-10,5
review193,22,-1,3,2018-05-09,3
review194,291,-2,2,2018-05-09,4
review195,508,-4,3,2018-05-09,5
review196,170,-1,1,2018-05-08,3
review197,733,-1,3,2018-05-08,5
review198,81,-4,2,2018-05-08,1
review199,100,-1,3,2018-05-07,5
review200,202,-1,3,2018-05-07,5
review201,298,-2,1,2018-05-07,3
review202,591,-5,2,2018-05-06,1
review203,19,-1,2,2018-05-05,5
review204,45,-1,1,2018-05-05,5
review205,25,-1,1,2018-05-04,5
review206,203,-2,1,2018-05-04,3
review207,28,-1,3,2018-05-03,5
review208,88,-1,1,2018-05-03,1
review209,216,-3,1,2018-05-01,1
review210,145,-1,3,2018-05-01,5
review211,212,-2,3,2018-05-01,1
review212,82,-1,3,2018-05-01,5
review213,74,-1,2,2018-05-01,5
review214,79,-1,3,2018-04-30,5
review215,87,-1,2,2018-04-30,5
review216,155,-1,3,2018-04-29,5
review217,58,-1,2,2018-04-28,5
review218,1595,-4,2,2018-04-27,2
review219,1920,-4,3,2018-04-27,4
review220,301,-3,3,2018-04-26,1
review221,622,-2,3,2018-04-26,5
review222,223,-1,2,2018-04-26,4
review223,118,-1,3,2018-04-26,5
review224,34,-1,3,2018-04-26,5
review225,16,-1,3,2018-04-26,1
review226,21,-1,1,2018-04-25,5
review227,246,-4,1,2018-04-25,1
review228,297,-2,4,2018-04-24,1
review229,206,-3,3,2018-04-24,5
review230,47,-1,3,2018-04-23,5
review231,38,-1,1,2018-04-22,4
review232,77,-3,1,2018-04-22,1
review233,471,-1,3,2018-04-22,4
review234,31,-1,1,2018-04-22,4
review235,37,-1,1,2018-04-21,5
review236,130,-2,3,2018-04-20,5
review237,254,-1,2,2018-04-20,2
review238,134,-1,4,2018-04-20,5
review239,396,-2,3,2018-04-20,4
review240,63,-1,1,2018-04-19,5
review241,425,-1,3,2018-04-19,5
review242,499,-4,2,2018-04-19,1
review243,428,-2,3,2018-04-19,4
review244,418,-4,3,2018-04-18,1
review245,34,-1,3,2018-04-18,5
review246,1510,-3,2,2018-04-16,1
review247,146,-1,3,2018-04-16,5
review248,5,-1,1,2018-04-16,5
review249,494,-4,2,2018-04-15,1
review250,320,-3,3,2018-04-14,5
review251,70,-1,2,2018-04-14,5
review252,251,-3,3,2018-04-14,2
review253,185,-1,1,2018-04-13,4
review254,89,-1,3,2018-04-13,5
review255,249,-1,2,2018-04-13,5
review256,440,-3,4,2018-04-12,4
review257,897,-3,3,2018-04-12,5
review258,264,-1,3,2018-04-12,5
review259,12,-1,1,2018-04-12,4
review260,167,-3,3,2018-04-11,1
review261,76,-2,3,2018-04-11,5
review262,23,-1,3,2018-04-10,5
review263,82,-1,1,2018-04-09,4
review264,96,-1,1,2018-04-08,3
review265,57,-1,1,2018-04-08,5
review266,98,-2,2,2018-04-07,5
review267,46,-1,4,2018-04-06,5
review268,57,-1,3,2018-04-06,5
review269,239,-2,1,2018-04-06,3
review270,36,-1,1,2018-04-06,5
review271,259,-2,3,2018-04-06,5
review272,106,-1,3,2018-04-04,5
review273,1249,-2,2,2018-04-04,1
review274,90,-1,1,2018-04-04,5
review275,29,-1,3,2018-04-04,5
review276,168,-1,3,2018-04-02,5
review277,105,-1,3,2018-04-02,5
review278,44,-2,2,2018-04-02,4
review279,25,-1,3,2018-04-02,5
review280,432,-2,1,2018-04-01,1
review281,69,-1,1,2018-04-01,1
review282,92,-1,2,2018-04-01,4
review283,33,-1,2,2018-03-31,5
review284,555,-3,3,2018-03-31,5
review285,52,-1,1,2018-03-31,4
review286,72,-1,3,2018-03-31,5
review287,528,-2,3,2018-03-31,5
review288,357,-2,3,2018-03-30,3
review289,16,-1,3,2018-03-29,5
review290,821,-2,2,2018-03-29,1
review291,420,-2,4,2018-03-29,5
review292,52,-1,3,2018-03-29,5
review293,446,-2,3,2018-03-29,5
review294,23,-1,2,2018-03-29,5
review295,82,-1,3,2018-03-29,4
review296,24,-1,3,2018-03-28,5
review297,39,-1,1,2018-03-28,5
review298,119,-1,3,2018-03-27,5
review299,243,-1,3,2018-03-27,5
review300,104,-2,1,2018-03-26,1
review301,245,-1,3,2018-03-26,4
review302,181,-1,3,2018-03-25,5
review303,1226,-4,4,2018-03-25,5
review304,118,-1,2,2018-03-25,5
review305,450,-2,2,2018-03-25,5
review306,207,-1,3,2018-03-24,5
review307,104,-1,3,2018-03-24,4
review308,15,-1,2,2018-03-24,5
review309,31,-1,1,2018-03-23,5
review310,382,-1,3,2018-03-23,5
review311,64,-1,3,2018-03-22,5
review312,41,-1,4,2018-03-22,5
review313,404,-3,3,2018-03-22,5
review314,81,-1,3,2018-03-21,3
review315,249,-1,3,2018-03-21,5
review316,44,-1,3,2018-03-21,5
review317,144,-1,3,2018-03-20,5
review318,204,-2,3,2018-03-20,1
review319,58,-1,1,2018-03-19,4
review320,495,-1,3,2018-03-19,5
review321,310,-2,1,2018-03-19,5
review322,2086,-4,3,2018-03-19,4
review323,266,-4,2,2018-03-18,5
review324,25,-1,3,2018-03-18,5
review325,42,-1,1,2018-03-18,1
review326,340,-2,3,2018-03-17,1
review327,32,-1,3,2018-03-16,5
review328,20,-4,1,2018-03-15,1
review329,68,-2,1,2018-03-15,4
review330,162,-1,2,2018-03-14,5
review331,139,-1,2,2018-03-14,4
review332,253,-2,3,2018-03-13,5
review333,325,-1,3,2018-03-13,5
review334,100,-1,3,2018-03-12,4
review335,229,-1,2,2018-03-12,5
review336,44,-1,3,2018-03-12,5
review337,22,-1,1,2018-03-12,4
review338,51,-1,3,2018-03-12,5
review339,101,-2,2,2018-03-11,4
review340,59,-1,2,2018-03-11,5
review341,442,-2,1,2018-03-11,5
review342,99,-1,3,2018-03-10,5
review343,183,-2,3,2018-03-10,5
review344,213,-2,3,2018-03-10,5
review345,628,-1,3,2018-03-10,5
review346,217,-1,3,2018-03-10,5
review347,27,-1,2,2018-03-09,5
review348,49,-1,3,2018-03-09,5
review349,55,-1,1,2018-03-09,5
review350,503,-2,2,2018-03-09,5
review351,19,-1,3,2018-03-09,5
review352,175,-1,3,2018-03-08,5
review353,27,-1,2,2018-03-08,5
review354,493,-3,3,2018-03-07,1
review355,158,-1,3,2018-03-06,5
review356,26,-1,4,2018-03-06,5
review357,321,-1,3,2018-03-06,4
review358,465,-1,2,2018-03-05,3
review359,89,-1,2,2018-03-05,4
review360,22,-1,3,2018-03-05,5
review361,37,-1,1,2018-03-05,5
review362,171,-1,3,2018-03-05,5
review363,92,-1,4,2018-03-04,5
review364,215,-2,3,2018-03-04,5
review365,85,-1,3,2018-03-04,5
review366,69,-1,1,2018-03-04,5
review367,72,-3,2,2018-03-04,1
review368,77,-1,3,2018-03-04,2
review369,98,-2,1,2018-03-03,2
review370,434,-3,2,2018-03-03,1
review371,189,-1,1,2018-03-02,5
review372,260,-1,2,2018-03-02,5
review373,86,-1,1,2018-03-02,1
review374,185,-4,3,2018-03-01,5
review375,38,-1,3,2018-03-01,5
review376,20,-1,3,2018-03-01,5
review377,116,-1,3,2018-03-01,4
review378,19,-1,3,2018-02-28,5
review379,83,-1,3,2018-02-28,5
review380,221,-1,3,2018-02-28,5
review381,630,-2,3,2018-02-27,5
review382,254,-3,2,2018-02-27,5
review383,60,-1,3,2018-02-27,5
review384,19,-1,3,2018-02-27,5
review385,249,-2,3,2018-02-27,4
review386,23,-1,3,2018-02-27,5
review387,26,-1,1,2018-02-27,5
review388,246,-2,3,2018-02-26,4
review389,99,-2,4,2018-02-26,5
review390,44,-1,2,2018-02-26,5
review391,188,-2,3,2018-02-26,5
review392,94,-1,3,2018-02-25,5
review393,401,-3,3,2018-02-24,5
review394,177,-1,3,2018-02-23,5
review395,34,-1,1,2018-02-23,5
review396,54,-1,3,2018-02-23,5
review397,31,-1,2,2018-02-23,4
review398,251,-1,3,2018-02-22,5
review399,33,-1,1,2018-02-22,5
review400,226,-1,3,2018-02-22,5
review401,704,-4,3,2018-02-21,2
review402,83,-3,1,2018-02-21,3
review403,217,-1,2,2018-02-21,1
review404,81,-2,3,2018-02-21,5
review405,65,-1,2,2018-02-21,4
review406,418,-1,2,2018-02-21,4
review407,299,-1,1,2018-02-21,5
review408,546,-2,3,2018-02-21,4
review409,329,-3,1,2018-02-20,5
review410,35,-1,1,2018-02-20,3
review411,47,-1,2,2018-02-20,5
review412,45,-1,2,2018-02-20,3
review413,98,-2,2,2018-02-20,5
review414,385,-2,2,2018-02-19,3
review415,140,-1,3,2018-02-19,5
review416,92,-1,1,2018-02-19,5
review417,82,-1,3,2018-02-19,5
review418,169,-1,2,2018-02-19,5
review419,153,-1,3,2018-02-19,5
review420,435,-4,1,2018-02-19,1
review421,83,-1,3,2018-02-19,5
review422,49,-1,3,2018-02-18,5
review423,420,-2,3,2018-02-18,5
review424,39,-2,3,2018-02-18,4
review425,81,-1,2,2018-02-18,5
review426,27,-1,3,2018-02-18,4
review427,52,-1,2,2018-02-18,5
review428,75,-1,1,2018-02-17,1
review429,65,-1,2,2018-02-17,5
review430,28,-1,3,2018-02-17,5
review431,29,-1,1,2018-02-17,5
review432,2129,-2,4,2018-02-16,5
review433,115,-2,3,2018-02-16,5
review434,20,-1,3,2018-02-16,5
review435,183,-1,3,2018-02-16,5
review436,22,-1,3,2018-02-16,5
review437,311,-1,2,2018-02-16,3
review438,862,-2,3,2018-02-15,4
review439,85,-1,3,2018-02-15,5
review440,33,-1,3,2018-02-15,5
review441,1567,-3,3,2018-02-15,4
review442,164,-1,3,2018-02-15,5
review443,64,-2,1,2018-02-14,5
review444,15,-1,2,2018-02-14,5
review445,328,-1,3,2018-02-14,5
review446,168,-2,1,2018-02-14,4
review447,166,-2,1,2018-02-14,2
review448,118,-1,1,2018-02-13,1
review449,72,-1,3,2018-02-13,5
review450,625,-2,3,2018-02-13,5
review451,187,-2,3,2018-02-13,5
review452,500,-3,2,2018-02-13,1
review453,35,-1,1,2018-02-13,5
review454,367,-4,1,2018-02-13,1
review455,20,-1,2,2018-02-12,5
review456,195,-1,3,2018-02-12,5
review457,98,-1,3,2018-02-12,5
review458,96,-1,2,2018-02-12,5
review459,118,-2,3,2018-02-12,5
review460,235,-1,2,2018-02-12,4
review461,290,-1,2,2018-02-11,1
review462,548,-2,3,2018-02-11,5
review463,307,-2,3,2018-02-11,5
review464,84,-1,3,2018-02-11,5
review465,121,-2,3,2018-02-11,5
review466,58,-1,1,2018-02-11,5
review467,155,-2,3,2018-02-11,5
review468,18,-1,3,2018-02-10,5
review469,95,-1,3,2018-02-10,5
review470,976,-2,4,2018-02-09,5
review471,755,-2,4,2018-02-09,5
review472,111,-1,3,2018-02-09,5
review473,1397,-4,2,2018-02-08,5
review474,75,-1,4,2018-02-08,5
review475,92,-1,3,2018-02-08,5
review476,344,-1,2,2018-02-07,5
review477,48,-2,1,2018-02-07,2
review478,283,-4,1,2018-02-07,5
review479,83,-1,3,2018-02-07,5
review480,594,-2,3,2018-02-07,5
review481,21,-1,2,2018-02-07,5
review482,288,-2,2,2018-02-07,5
review483,266,-4,2,2018-02-06,4
review484,13,-1,1,2018-02-06,4
review485,357,-4,4,2018-02-06,5
review486,481,-2,3,2018-02-06,5
review487,402,-1,3,2018-02-06,3
review488,96,-2,3,2018-02-06,5
review489,301,-4,3,2018-02-06,2
review490,329,-1,3,2018-02-05,5
review491,707,-4,3,2018-02-05,2
review492,249,-3,1,2018-02-05,1
review493,176,-1,1,2018-02-05,3
review494,290,-2,3,2018-02-05,5
review495,63,-2,1,2018-02-05,4
review496,108,-2,1,2018-02-04,4
review497,106,-1,2,2018-02-04,4
review498,1670,-4,3,2018-02-03,5
review499,432,-2,3,2018-02-03,3
review500,66,-1,1,2018-02-03,5
review501,16,-1,3,2018-02-02,5
review502,202,-1,3,2018-02-02,5
review503,223,-1,3,2018-02-02,5
review504,340,-2,3,2018-02-01,5
review505,118,-3,3,2018-02-01,2
review506,370,-2,3,2018-02-01,5
review507,248,-2,4,2018-02-01,5
review508,187,-2,2,2018-01-31,1
review509,243,-1,3,2018-01-31,5
review510,258,-2,2,2018-01-30,5
review511,144,-1,2,2018-01-30,5
review512,62,-1,1,2018-01-30,3
review513,34,-1,2,2018-01-30,5
review514,500,-1,3,2018-01-30,5
review515,39,-1,3,2018-01-30,5
review516,552,-4,2,2018-01-30,5
review517,20,-1,3,2018-01-30,5
review518,86,-1,3,2018-01-29,5
review519,139,-2,1,2018-01-29,5
review520,59,-1,3,2018-01-29,5
review521,179,-1,3,2018-01-29,5
review522,264,-1,2,2018-01-29,4
review523,17,-1,1,2018-01-29,5
review524,85,-1,3,2018-01-28,5
review525,18,-1,3,2018-01-28,5
review526,214,-1,1,2018-01-28,4
review527,223,-1,2,2018-01-28,3
review528,194,-1,3,2018-01-28,5
review529,128,-2,3,2018-01-28,5
review530,248,-1,2,2018-01-28,5
review531,140,-1,1,2018-01-27,5
review532,358,-1,4,2018-01-27,5
review533,450,-3,1,2018-01-27,2
review534,708,-3,2,2018-01-27,3
review535,53,-1,1,2018-01-27,5
review536,89,-1,3,2018-01-27,5
review537,163,-2,1,2018-01-27,3
review538,43,-1,3,2018-01-27,5
review539,189,-1,3,2018-01-27,3
review540,366,-1,4,2018-01-27,5
review541,179,-1,1,2018-01-27,5
review542,195,-1,2,2018-01-27,1
review543,203,-1,3,2018-01-26,5
review544,74,-1,3,2018-01-26,5
review545,134,-1,2,2018-01-26,3
review546,135,-2,3,2018-01-26,5
review547,405,-2,4,2018-01-26,5
review548,395,-3,1,2018-01-26,2
review549,722,-2,3,2018-01-26,5
review550,156,-2,2,2018-01-25,3
review551,61,-2,2,2018-01-25,5
review552,95,-1,3,2018-01-25,5
review553,420,-2,4,2018-01-25,5
review554,92,-1,4,2018-01-25,5
review555,33,-1,3,2018-01-25,4
review556,21,-1,3,2018-01-25,5
review557,29,-1,1,2018-01-25,5
review558,159,-1,1,2018-01-25,5
review559,190,-1,3,2018-01-25,5
review560,839,-2,3,2018-01-25,4
review561,257,-1,3,2018-01-25,5
review562,52,-1,3,2018-01-25,4
review563,52,-1,3,2018-01-25,5
review564,25,-1,3,2018-01-25,4
review565,322,-2,3,2018-01-25,5
review566,51,-1,3,2018-01-25,5
review567,30,-1,1,2018-01-25,4
review568,315,-1,3,2018-01-25,5
review569,146,-1,2,2018-01-24,4
review570,537,-2,3,2018-01-24,4
review571,101,-1,1,2018-01-24,5
review572,246,-4,2,2018-01-24,1
review573,335,-3,3,2018-01-24,5
review574,39,-1,1,2018-01-23,3
review575,223,-1,3,2018-01-23,5
review576,425,-2,3,2018-01-23,5
review577,92,-1,1,2018-01-23,3
review578,104,-2,2,2018-01-23,5
review579,427,-4,1,2018-01-22,5
review580,222,-1,3,2018-01-22,5
review581,139,-1,3,2018-01-22,5
review582,102,-2,2,2018-01-22,4
review583,225,-3,3,2018-01-21,5
review584,292,-2,3,2018-01-21,5
review585,181,-2,2,2018-01-21,4
review586,98,-1,3,2018-01-21,5
review587,772,-2,3,2018-01-20,3
review588,112,-1,3,2018-01-20,5
review589,653,-1,3,2018-01-20,5
review590,145,-1,3,2018-01-20,5
review591,228,-1,3,2018-01-19,5
review592,267,-1,3,2018-01-19,5
review593,110,-2,2,2018-01-19,2
review594,393,-2,3,2018-01-19,5
review595,47,-1,1,2018-01-19,3
review596,77,-1,3,2018-01-19,5
review597,15,-1,2,2018-01-18,5
review598,42,-1,2,2018-01-18,5
review599,92,-1,3,2018-01-18,5
review600,111,-1,4,2018-01-18,5
review601,1849,-4,3,2018-01-18,2
review602,222,-1,3,2018-01-18,5
review603,149,-1,3,2018-01-18,5
review604,372,-3,3,2018-01-18,1
review605,552,-3,3,2018-01-18,1
review606,159,-1,3,2018-01-18,5
review607,51,-1,1,2018-01-17,5
review608,193,-1,3,2018-01-17,5
review609,374,-1,1,2018-01-17,5
review610,66,-1,2,2018-01-17,5
review611,43,-1,4,2018-01-17,5
review612,66,-1,3,2018-01-17,5
review613,25,-1,3,2018-01-17,5
review614,428,-3,2,2018-01-17,1
review615,539,-1,2,2018-01-17,5
review616,216,-2,2,2018-01-17,2
review617,607,-3,3,2018-01-17,5
review618,49,-1,3,2018-01-17,4
review619,213,-1,4,2018-01-17,5
review620,42,-1,1,2018-01-17,5
review621,171,-1,3,2018-01-17,5
review622,209,-2,1,2018-01-16,4
review623,576,-1,3,2018-01-16,5
review624,817,-1,3,2018-01-16,4
review625,263,-2,1,2018-01-16,3
review626,21,-1,1,2018-01-16,4
review627,106,-2,3,2018-01-15,5
review628,59,-1,3,2018-01-15,5
review629,180,-1,3,2018-01-15,5
review630,195,-2,3,2018-01-15,5
review631,252,-2,2,2018-01-15,5
review632,229,-1,3,2018-01-15,5
review633,360,-1,3,2018-01-15,5
review634,47,-1,1,2018-01-15,5
review635,502,-2,4,2018-01-15,5
review636,76,-1,3,2018-01-14,5
review637,88,-1,3,2018-01-14,5
review638,32,-1,1,2018-01-14,5
review639,21,-1,2,2018-01-14,5
review640,17,-1,4,2018-01-14,5
review641,180,-3,2,2018-01-13,5
review642,77,-2,1,2018-01-13,3
review643,58,-1,1,2018-01-13,5
review644,1409,-4,2,2018-01-13,2
review645,146,-1,3,2018-01-13,5
review646,309,-1,3,2018-01-13,5
review647,4833,-3,4,2018-01-13,3
review648,339,-1,3,2018-01-13,5
review649,40,-1,3,2018-01-13,5
review650,53,-1,1,2018-01-12,5
review651,258,-2,2,2018-01-12,1
review652,71,-1,3,2018-01-12,4
review653,28,-1,1,2018-01-12,5
review654,99,-1,1,2018-01-12,4
review655,183,-3,1,2018-01-12,1
review656,93,-1,2,2018-01-11,5
review657,107,-1,3,2018-01-11,5
review658,160,-1,3,2018-01-11,5
review659,21,-1,3,2018-01-11,5
review660,215,-1,3,2018-01-11,5
review661,224,-3,1,2018-01-11,5
review662,327,-3,3,2018-01-11,5
review663,140,-1,3,2018-01-11,5
review664,94,-1,4,2018-01-11,5
review665,189,-3,1,2018-01-10,2
review666,83,-1,3,2018-01-10,5
review667,18,-1,3,2018-01-10,5
review668,637,-2,3,2018-01-10,5
review669,159,-2,3,2018-01-10,5
review670,161,-1,3,2018-01-10,5
review671,181,-1,3,2018-01-10,5
review672,81,-3,1,2018-01-09,2
review673,69,-1,2,2018-01-09,3
review674,278,-1,2,2018-01-09,5
review675,379,-1,4,2018-01-09,5
review676,124,-1,1,2018-01-09,4
review677,611,-2,3,2018-01-09,5
review678,330,-2,3,2018-01-09,5
review679,160,-1,2,2018-01-09,5
review680,552,-3,3,2018-01-09,4
review681,51,-1,2,2018-01-09,5
review682,143,-1,3,2018-01-08,5
review683,20,-1,2,2018-01-08,5
review684,269,-2,3,2018-01-08,2
review685,77,-1,4,2018-01-08,5
review686,126,-1,2,2018-01-07,5
review687,71,-1,3,2018-01-07,4
review688,189,-1,3,2018-01-07,5
review689,103,-1,1,2018-01-07,4
review690,258,-1,3,2018-01-07,5
review691,406,-3,2,2018-01-07,2
review692,396,-1,3,2018-01-06,4
review693,330,-2,3,2018-01-06,5
review694,55,-2,2,2018-01-06,3
review695,203,-1,2,2018-01-06,5
review696,52,-1,3,2018-01-06,5
review697,37,-1,3,2018-01-06,5
review698,43,-1,1,2018-01-06,5
review699,389,-1,3,2018-01-06,4
review700,34,-1,3,2018-01-06,5
review701,299,-2,3,2018-01-06,5
review702,206,-2,3,2018-01-05,5
review703,233,-1,3,2018-01-05,4
review704,21,-1,1,2018-01-05,4
review705,60,-1,3,2018-01-05,5
review706,63,-1,2,2018-01-04,5
review707,100,-1,4,2018-01-04,5
review708,90,-2,3,2018-01-04,5
review709,428,-2,2,2018-01-04,4
review710,573,-2,3,2018-01-04,5
review711,60,-1,2,2018-01-03,5
review712,23,-1,3,2018-01-03,5
review713,416,-1,2,2018-01-03,5
review714,446,-2,3,2018-01-03,5
review715,252,-2,1,2018-01-03,5
review716,372,-2,3,2018-01-03,3
review717,466,-1,3,2018-01-03,5
review718,39,-1,1,2018-01-03,5
review719,205,-1,3,2018-01-02,5
review720,164,-2,3,2018-01-02,4
review721,232,-3,2,2018-01-02,1
review722,138,-2,2,2018-01-02,4
review723,44,-1,4,2018-01-02,5
review724,165,-3,1,2018-01-01,5
review725,184,-1,3,2018-01-01,5
review726,582,-1,3,2018-01-01,4
review727,31,-1,1,2017-12-31,5
review728,36,-1,3,2017-12-31,5
review729,41,-1,2,2017-12-31,5
review730,31,-1,3,2017-12-31,5
review731,60,-1,2,2017-12-30,5
review732,96,-1,3,2017-12-30,5
