Review,Length,Negative,Positive,Date,Stars
review172,461,-4,3,2018-07-22,4
review173,87,-1,1,2018-07-22,5
review174,194,-1,3,2018-07-22,5
review175,349,-3,3,2018-07-22,5
review176,312,-4,2,2018-07-21,1
review177,728,-4,2,2018-07-21,4
review178,212,-1,3,2018-07-21,5
review179,405,-3,3,2018-07-20,1
review180,1046,-2,2,2018-07-20,4
review181,607,-2,1,2018-07-20,1
review182,207,-2,3,2018-07-19,1
review183,245,-4,2,2018-07-19,2
review184,113,-1,3,2018-07-19,3
review185,107,-1,2,2018-07-19,1
review186,92,-1,3,2018-07-18,5
review187,532,-4,3,2018-07-18,5
review188,1470,-3,3,2018-07-18,2
review189,27,-1,3,2018-07-18,5
review190,737,-4,3,2018-07-18,5
review191,853,-3,3,2018-07-18,5
review192,441,-1,3,2018-07-17,5
review193,48,-1,1,2018-07-17,5
review194,149,-1,1,2018-07-17,1
review195,350,-1,3,2018-07-17,5
review196,37,-1,3,2018-07-16,5
review197,128,-1,2,2018-07-16,1
review198,307,-2,3,2018-07-16,2
review199,498,-2,3,2018-07-16,5
review200,168,-1,4,2018-07-16,5
review201,340,-2,3,2018-07-15,1
review202,148,-4,4,2018-07-15,2
review203,27,-1,1,2018-07-14,5
review204,247,-1,3,2018-07-14,5
review205,1308,-2,3,2018-07-14,4
review206,96,-1,4,2018-07-14,5
review207,131,-1,3,2018-07-14,5
review208,189,-1,2,2018-07-14,5
review209,227,-1,3,2018-07-14,5
review210,418,-4,2,2018-07-13,5
review211,147,-2,2,2018-07-13,5
review212,403,-4,2,2018-07-13,5
review213,508,-2,3,2018-07-13,5
review214,63,-1,3,2018-07-13,5
review215,93,-3,2,2018-07-12,3
review216,623,-3,2,2018-07-12,1
review217,701,-2,3,2018-07-12,1
review218,43,-3,1,2018-07-12,1
review219,437,-4,3,2018-07-11,2
review220,262,-2,1,2018-07-11,1
review221,87,-3,1,2018-07-11,2
review222,157,-1,3,2018-07-11,5
review223,208,-1,3,2018-07-10,5
review224,51,-1,1,2018-07-10,5
review225,112,-1,3,2018-07-10,5
review226,247,-1,2,2018-07-10,5
review227,174,-1,4,2018-07-10,5
review228,49,-1,2,2018-07-09,5
review229,82,-1,3,2018-07-09,4
review230,234,-1,2,2018-07-09,5
review231,83,-1,1,2018-07-09,1
review232,628,-3,3,2018-07-09,3
review233,1550,-3,3,2018-07-09,2
review234,72,-1,3,2018-07-09,5
review235,548,-1,3,2018-07-09,4
review236,165,-3,1,2018-07-08,4
review237,255,-2,1,2018-07-08,1
review238,273,-2,1,2018-07-08,1
review239,96,-2,3,2018-07-08,4
review240,67,-1,1,2018-07-08,5
review241,43,-1,1,2018-07-08,5
review242,2086,-3,3,2018-07-08,3
review243,1116,-2,3,2018-07-07,5
review244,19,-1,5,2018-07-07,5
review245,281,-3,1,2018-07-07,1
review246,374,-3,3,2018-07-07,1
review247,380,-2,3,2018-07-07,1
review248,108,-1,1,2018-07-06,4
review249,81,-1,1,2018-07-06,5
review250,563,-1,3,2018-07-06,5
review251,70,-1,1,2018-07-06,5
review252,405,-2,1,2018-07-06,5
review253,725,-2,4,2018-07-06,4
review254,324,-2,3,2018-07-05,5
review255,386,-2,2,2018-07-05,5
review256,256,-1,4,2018-07-05,5
review257,588,-2,3,2018-07-05,5
review258,391,-2,1,2018-07-05,5
review259,35,-1,1,2018-07-05,5
review260,246,-2,3,2018-07-04,5
review261,524,-4,3,2018-07-04,1
review262,200,-1,3,2018-07-04,5
review263,71,-2,3,2018-07-04,5
review264,72,-1,3,2018-07-04,5
review265,471,-2,2,2018-07-03,4
review266,128,-1,2,2018-07-03,4
review267,47,-1,3,2018-07-03,5
review268,249,-1,3,2018-07-03,5
review269,227,-4,3,2018-07-03,4
review270,196,-2,3,2018-07-03,5
review271,217,-1,3,2018-07-03,5
review272,41,-1,4,2018-07-03,5
review273,117,-1,2,2018-07-03,5
review274,392,-2,3,2018-07-03,1
review275,70,-3,1,2018-07-03,1
review276,63,-1,2,2018-07-03,5
review277,126,-3,1,2018-07-02,2
review278,210,-2,3,2018-07-02,5
review279,112,-1,3,2018-07-02,5
review280,123,-1,3,2018-07-02,5
review281,350,-4,3,2018-07-02,1
review282,139,-1,2,2018-07-02,5
review283,37,-1,3,2018-07-01,5
review284,181,-2,1,2018-07-01,1
review285,21,-1,3,2018-07-01,4
review286,76,-1,2,2018-07-01,5
review287,87,-4,1,2018-07-01,3
review288,170,-1,3,2018-07-01,5
review289,72,-1,3,2018-06-30,5
review290,31,-1,3,2018-06-30,5
review291,83,-1,2,2018-06-30,5
review292,754,-3,2,2018-06-29,2
review293,130,-1,2,2018-06-29,1
review294,28,-1,1,2018-06-29,5
review295,48,-1,2,2018-06-29,5
review296,191,-1,2,2018-06-29,5
review297,62,-1,3,2018-06-28,4
review298,67,-1,3,2018-06-27,5
review299,456,-3,3,2018-06-27,1
review300,219,-3,1,2018-06-27,1
review301,171,-1,3,2018-06-27,3
review302,82,-1,2,2018-06-27,2
review303,181,-1,1,2018-06-27,2
review304,100,-1,1,2018-06-27,5
review305,203,-4,1,2018-06-27,1
review306,382,-2,2,2018-06-26,1
review307,327,-3,3,2018-06-26,1
review308,185,-1,2,2018-06-26,1
review309,962,-3,3,2018-06-26,5
review310,149,-1,3,2018-06-26,4
review311,238,-1,2,2018-06-26,4
review312,413,-1,3,2018-06-26,5
review313,913,-3,2,2018-06-26,4
review314,509,-1,2,2018-06-26,5
review315,111,-2,2,2018-06-26,5
review316,2082,-2,3,2018-06-25,4
review317,295,-4,2,2018-06-25,1
review318,57,-1,3,2018-06-25,5
review319,125,-1,1,2018-06-25,5
review320,411,-1,3,2018-06-25,5
review321,96,-2,1,2018-06-25,5
review322,389,-1,3,2018-06-24,4
review323,66,-1,1,2018-06-24,5
review324,844,-2,3,2018-06-24,5
review325,217,-1,3,2018-06-23,5
review326,307,-2,2,2018-06-23,4
review327,515,-1,3,2018-06-23,5
review328,78,-1,3,2018-06-23,5
review329,321,-1,2,2018-06-22,2
review330,115,-4,1,2018-06-22,1
review331,573,-2,2,2018-06-22,5
review332,42,-1,3,2018-06-22,5
review333,55,-1,3,2018-06-22,5
review334,1139,-2,4,2018-06-21,5
review335,293,-2,3,2018-06-21,1
review336,120,-1,3,2018-06-21,5
review337,180,-2,3,2018-06-21,5
review338,230,-1,4,2018-06-21,5
review339,335,-2,2,2018-06-20,5
review340,109,-2,2,2018-06-20,3
review341,646,-2,2,2018-06-20,1
review342,239,-1,3,2018-06-20,5
review343,395,-2,3,2018-06-20,5
review344,169,-3,3,2018-06-20,5
review345,69,-1,1,2018-06-20,5
review346,28,-1,3,2018-06-20,5
review347,109,-1,1,2018-06-19,4
review348,362,-1,3,2018-06-19,5
review349,1004,-4,4,2018-06-19,3
review350,226,-2,3,2018-06-19,5
review351,659,-2,4,2018-06-19,5
review352,489,-1,3,2018-06-19,5
review353,282,-1,1,2018-06-19,5
review354,589,-3,3,2018-06-19,5
review355,55,-1,1,2018-06-18,4
review356,703,-4,3,2018-06-18,2
review357,36,-1,2,2018-06-18,5
review358,90,-1,3,2018-06-18,5
review359,100,-1,3,2018-06-18,5
review360,207,-1,2,2018-06-18,5
review361,896,-2,3,2018-06-17,4
review362,368,-3,3,2018-06-17,4
review363,376,-1,4,2018-06-17,5
review364,268,-2,3,2018-06-16,5
review365,260,-2,2,2018-06-16,4
review366,43,-4,3,2018-06-16,4
review367,193,-2,3,2018-06-16,5
review368,702,-3,2,2018-06-16,1
review369,60,-1,3,2018-06-16,5
review370,84,-1,3,2018-06-15,5
review371,274,-3,3,2018-06-15,5
review372,180,-1,1,2018-06-15,1
review373,1595,-3,3,2018-06-15,5
review374,27,-1,3,2018-06-14,5
review375,44,-1,3,2018-06-14,5
review376,143,-1,2,2018-06-14,4
review377,66,-1,1,2018-06-14,1
review378,41,-1,1,2018-06-14,1
review379,22,-1,3,2018-06-14,5
review380,136,-1,3,2018-06-13,5
review381,76,-1,3,2018-06-13,4
review382,243,-2,1,2018-06-13,4
review383,309,-2,3,2018-06-13,2
review384,180,-1,2,2018-06-13,2
review385,3038,-3,3,2018-06-13,1
review386,216,-3,1,2018-06-13,1
review387,690,-2,3,2018-06-12,1
review388,241,-3,3,2018-06-12,4
review389,280,-1,3,2018-06-12,5
review390,92,-1,2,2018-06-12,5
review391,121,-1,1,2018-06-12,4
review392,96,-3,2,2018-06-11,1
review393,272,-3,3,2018-06-11,5
review394,309,-2,3,2018-06-11,1
review395,277,-3,3,2018-06-11,4
review396,833,-4,3,2018-06-11,5
review397,183,-1,3,2018-06-11,5
review398,76,-1,1,2018-06-11,4
review399,548,-2,3,2018-06-10,4
review400,503,-1,3,2018-06-10,5
review401,176,-1,1,2018-06-10,3
review402,461,-2,3,2018-06-10,5
review403,464,-3,3,2018-06-10,2
review404,338,-1,3,2018-06-10,5
review405,41,-1,3,2018-06-10,5
review406,527,-2,2,2018-06-10,1
review407,225,-3,3,2018-06-10,5
review408,247,-3,1,2018-06-10,3
review409,270,-2,2,2018-06-09,5
review410,163,-1,4,2018-06-09,5
review411,172,-2,1,2018-06-09,1
review412,429,-2,3,2018-06-09,5
review413,151,-1,3,2018-06-09,5
review414,348,-2,1,2018-06-09,2
review415,54,-1,2,2018-06-08,5
review416,96,-1,1,2018-06-08,1
review417,457,-1,3,2018-06-08,1
review418,232,-2,1,2018-06-08,3
review419,105,-1,2,2018-06-08,1
review420,180,-1,3,2018-06-08,5
review421,459,-2,2,2018-06-08,3
review422,79,-1,3,2018-06-08,5
review423,46,-1,1,2018-06-07,5
review424,345,-1,3,2018-06-07,5
review425,185,-2,3,2018-06-07,4
review426,139,-2,2,2018-06-07,2
review427,100,-1,3,2018-06-07,5
review428,141,-2,3,2018-06-06,3
review429,204,-1,3,2018-06-06,5
review430,297,-2,1,2018-06-06,1
review431,1045,-4,3,2018-06-06,3
review432,64,-1,1,2018-06-06,4
review433,184,-1,2,2018-06-06,5
review434,224,-2,1,2018-06-06,1
review435,340,-1,3,2018-06-05,4
review436,147,-1,1,2018-06-04,3
review437,241,-3,1,2018-06-04,1
review438,454,-1,3,2018-06-04,4
review439,283,-2,3,2018-06-04,5
review440,153,-1,3,2018-06-04,5
review441,59,-1,3,2018-06-04,5
review442,346,-1,4,2018-06-04,4
review443,540,-1,2,2018-06-03,5
review444,729,-2,2,2018-06-03,2
review445,17,-1,1,2018-06-03,5
review446,53,-1,3,2018-06-03,5
review447,21,-1,3,2018-06-03,5
review448,57,-1,3,2018-06-03,5
review449,188,-1,3,2018-06-03,4
review450,470,-4,2,2018-06-03,1
review451,179,-1,1,2018-06-03,5
review452,32,-1,3,2018-06-03,5
review453,58,-1,1,2018-06-02,1
review454,85,-1,2,2018-06-02,5
review455,465,-2,1,2018-06-02,4
review456,141,-1,2,2018-06-02,5
review457,244,-2,3,2018-06-02,4
review458,122,-1,3,2018-06-02,5
review459,1717,-2,2,2018-06-02,3
review460,279,-3,1,2018-06-02,1
review461,632,-1,3,2018-06-01,4
review462,106,-3,1,2018-06-01,2
review463,66,-1,3,2018-05-31,5
review464,526,-3,1,2018-05-31,5
review465,441,-1,2,2018-05-31,5
review466,337,-2,1,2018-05-31,1
review467,54,-1,1,2018-05-31,5
review468,261,-1,1,2018-05-31,2
review469,36,-2,1,2018-05-30,3
review470,397,-1,3,2018-05-30,5
review471,114,-1,1,2018-05-30,3
review472,95,-1,3,2018-05-30,4
review473,121,-1,3,2018-05-30,4
review474,29,-1,1,2018-05-30,5
review475,892,-2,2,2018-05-29,4
review476,69,-1,1,2018-05-29,5
review477,463,-3,1,2018-05-28,1
review478,617,-3,3,2018-05-28,4
review479,83,-1,2,2018-05-28,5
review480,420,-2,2,2018-05-28,3
review481,458,-3,1,2018-05-27,1
review482,313,-1,1,2018-05-27,1
review483,129,-1,3,2018-05-26,5
review484,262,-1,2,2018-05-25,5
review485,236,-3,1,2018-05-25,2
review486,162,-2,1,2018-05-25,3
review487,153,-1,2,2018-05-25,2
review488,54,-1,2,2018-05-25,1
review489,120,-1,3,2018-05-25,5
review490,16,-2,3,2018-05-25,5
review491,114,-1,3,2018-05-24,5
review492,362,-2,3,2018-05-24,4
review493,322,-3,2,2018-05-23,2
review494,160,-1,1,2018-05-23,5
review495,278,-1,2,2018-05-23,5
review496,451,-3,2,2018-05-23,1
review497,151,-3,1,2018-05-23,1
review498,329,-1,3,2018-05-22,4
review499,397,-4,3,2018-05-22,2
review500,45,-1,2,2018-05-22,2
review501,154,-2,1,2018-05-21,3
review502,223,-1,2,2018-05-21,1
review503,350,-2,2,2018-05-21,5
review504,554,-2,2,2018-05-21,1
review505,334,-1,3,2018-05-21,5
review506,229,-4,2,2018-05-21,1
review507,381,-2,2,2018-05-20,5
review508,639,-2,3,2018-05-20,5
review509,1165,-4,2,2018-05-20,1
review510,379,-1,3,2018-05-20,5
review511,430,-4,2,2018-05-20,3
review512,179,-1,3,2018-05-20,5
review513,86,-1,3,2018-05-20,5
review514,301,-1,2,2018-05-20,3
review515,499,-4,2,2018-05-20,3
review516,521,-3,2,2018-05-20,4
review517,432,-4,3,2018-05-20,3
review518,353,-2,3,2018-05-19,2
review519,355,-1,3,2018-05-19,5
review520,191,-3,1,2018-05-19,1
review521,831,-4,3,2018-05-18,4
review522,762,-2,3,2018-05-18,1
review523,891,-3,3,2018-05-18,1
review524,230,-1,3,2018-05-17,5
review525,353,-2,3,2018-05-17,1
review526,149,-1,3,2018-05-17,5
review527,148,-3,1,2018-05-17,1
review528,316,-3,1,2018-05-17,1
review529,74,-1,3,2018-05-17,5
review530,229,-3,2,2018-05-17,1
review531,292,-4,1,2018-05-16,1
review532,44,-1,1,2018-05-16,1
review533,151,-3,1,2018-05-16,2
review534,326,-2,2,2018-05-16,1
review535,145,-1,3,2018-05-15,5
review536,119,-2,1,2018-05-15,1
review537,263,-2,3,2018-05-15,5
review538,103,-1,3,2018-05-15,5
review539,144,-1,3,2018-05-15,5
review540,65,-1,1,2018-05-15,5
review541,98,-1,3,2018-05-15,5
review542,330,-2,3,2018-05-14,2
review543,348,-1,1,2018-05-14,4
review544,349,-4,2,2018-05-14,1
review545,272,-3,1,2018-05-14,2
review546,682,-3,2,2018-05-14,4
review547,987,-2,2,2018-05-14,5
review548,523,-1,3,2018-05-14,5
review549,139,-1,1,2018-05-14,1
review550,194,-2,1,2018-05-12,2
review551,148,-1,2,2018-05-12,5
review552,273,-4,3,2018-05-11,5
review553,453,-1,4,2018-05-10,5
review554,108,-1,3,2018-05-10,5
review555,455,-1,2,2018-05-10,3
review556,203,-1,3,2018-05-10,5
review557,112,-3,1,2018-05-10,2
review558,322,-2,3,2018-05-10,5
review559,189,-1,2,2018-05-10,5
review560,180,-3,1,2018-05-10,4
review561,208,-1,2,2018-05-09,5
review562,81,-1,3,2018-05-09,5
review563,50,-1,1,2018-05-09,1
review564,175,-2,2,2018-05-09,2
review565,66,-1,4,2018-05-09,5
review566,383,-2,3,2018-05-09,5
review567,225,-3,3,2018-05-09,4
review568,239,-2,3,2018-05-09,5
review569,221,-1,1,2018-05-08,5
review570,141,-1,3,2018-05-08,5
review571,590,-2,3,2018-05-08,4
review572,103,-1,4,2018-05-08,5
review573,1288,-3,3,2018-05-08,5
review574,194,-1,2,2018-05-08,5
review575,21,-1,4,2018-05-08,5
review576,162,-1,2,2018-05-07,5
review577,153,-1,2,2018-05-07,5
review578,268,-1,4,2018-05-07,5
review579,415,-3,2,2018-05-07,1
review580,579,-1,3,2018-05-07,5
review581,215,-2,3,2018-05-07,4
review582,223,-1,3,2018-05-06,5
review583,253,-1,2,2018-05-06,1
review584,237,-1,3,2018-05-06,5
review585,223,-4,1,2018-05-06,3
review586,23,-1,3,2018-05-06,5
review587,57,-1,1,2018-05-06,3
review588,293,-1,1,2018-05-06,4
review589,3903,-3,3,2018-05-06,5
review590,183,-1,3,2018-05-06,5
review591,332,-1,2,2018-05-06,4
review592,83,-1,3,2018-05-06,5
review593,48,-1,1,2018-05-06,5
review594,115,-2,1,2018-05-06,2
review595,174,-1,3,2018-05-06,5
review596,153,-3,3,2018-05-05,1
review597,191,-1,3,2018-05-05,5
review598,198,-1,3,2018-05-05,4
review599,23,-1,2,2018-05-05,5
review600,232,-1,3,2018-05-05,5
review601,182,-1,2,2018-05-05,5
review602,124,-1,2,2018-05-05,2
review603,378,-2,3,2018-05-05,1
review604,56,-1,1,2018-05-05,3
review605,37,-1,1,2018-05-04,5
review606,1376,-4,3,2018-05-04,2
review607,338,-2,3,2018-05-04,5
review608,866,-4,2,2018-05-04,3
review609,1241,-2,4,2018-05-04,1
review610,367,-3,3,2018-05-03,5
review611,207,-1,2,2018-05-03,4
review612,292,-1,2,2018-05-03,5
review613,881,-1,3,2018-05-03,4
review614,1211,-3,2,2018-05-03,1
review615,113,-1,3,2018-05-03,5
review616,214,-2,2,2018-05-03,4
review617,144,-1,3,2018-05-03,5
review618,115,-1,4,2018-05-03,5
review619,280,-2,3,2018-05-03,1
review620,456,-1,3,2018-05-03,5
review621,112,-2,3,2018-05-02,5
review622,194,-4,3,2018-05-02,1
review623,138,-1,3,2018-05-02,5
review624,177,-1,1,2018-05-02,5
review625,45,-1,1,2018-05-02,1
review626,183,-1,2,2018-05-02,5
review627,157,-2,1,2018-05-02,5
review628,100,-1,3,2018-05-02,5
review629,903,-4,3,2018-05-02,5
review630,74,-1,3,2018-05-02,5
review631,168,-1,1,2018-05-02,1
review632,107,-1,3,2018-05-02,5
review633,278,-3,1,2018-05-02,1
review634,270,-1,1,2018-05-01,1
review635,24,-1,3,2018-05-01,5
review636,360,-2,4,2018-05-01,4
review637,364,-3,2,2018-05-01,3
review638,66,-2,1,2018-05-01,1
review639,141,-2,1,2018-05-01,2
review640,636,-3,3,2018-05-01,1
review641,333,-3,4,2018-04-30,4
review642,277,-2,3,2018-04-30,1
review643,350,-1,1,2018-04-30,1
review644,401,-2,3,2018-04-30,5
review645,24,-1,3,2018-04-30,5
review646,18,-1,3,2018-04-30,5
review647,521,-4,1,2018-04-30,3
review648,381,-2,3,2018-04-30,5
review649,46,-1,3,2018-04-30,5
review650,37,-1,1,2018-04-30,5
review651,226,-2,3,2018-04-30,4
review652,45,-1,1,2018-04-30,5
review653,443,-4,3,2018-04-30,1
review654,131,-1,3,2018-04-30,5
review655,192,-1,1,2018-04-29,2
review656,288,-3,2,2018-04-29,2
review657,155,-1,4,2018-04-29,5
review658,79,-1,3,2018-04-29,5
review659,95,-1,3,2018-04-29,5
review660,368,-1,3,2018-04-29,4
review661,257,-2,2,2018-04-29,1
review662,341,-1,3,2018-04-29,5
review663,203,-1,3,2018-04-29,4
review664,1785,-4,3,2018-04-29,1
review665,262,-1,4,2018-04-29,5
review666,748,-3,3,2018-04-29,1
review667,189,-4,2,2018-04-28,1
review668,496,-4,3,2018-04-28,3
review669,371,-1,2,2018-04-28,5
review670,716,-2,2,2018-04-28,1
review671,44,-1,1,2018-04-28,5
review672,154,-1,3,2018-04-28,5
review673,31,-1,1,2018-04-28,5
review674,272,-1,3,2018-04-28,5
review675,238,-1,1,2018-04-27,2
review676,253,-2,1,2018-04-27,1
review677,104,-1,3,2018-04-27,5
review678,76,-1,3,2018-04-27,5
review679,58,-1,1,2018-04-27,5
review680,764,-3,1,2018-04-27,1
review681,213,-3,2,2018-04-27,3
review682,136,-1,4,2018-04-26,5
review683,889,-3,3,2018-04-26,1
review684,213,-5,2,2018-04-26,1
review685,344,-2,2,2018-04-26,4
review686,187,-1,3,2018-04-26,5
review687,44,-1,1,2018-04-26,5
review688,185,-1,4,2018-04-26,5
review689,232,-1,3,2018-04-26,5
review690,950,-1,3,2018-04-25,4
review691,242,-2,1,2018-04-25,3
review692,241,-1,3,2018-04-25,5
review693,426,-1,3,2018-04-25,5
review694,117,-1,3,2018-04-25,5
review695,577,-2,3,2018-04-25,5
review696,161,-1,2,2018-04-25,5
review697,360,-1,3,2018-04-25,5
review698,449,-3,2,2018-04-25,4
review699,344,-1,3,2018-04-25,5
review700,145,-1,3,2018-04-24,5
review701,236,-2,1,2018-04-24,3
review702,218,-1,1,2018-04-24,5
review703,326,-1,2,2018-04-24,2
review704,88,-1,3,2018-04-24,5
review705,44,-1,4,2018-04-24,5
review706,133,-1,3,2018-04-24,5
review707,475,-2,3,2018-04-24,5
review708,369,-1,3,2018-04-24,5
review709,129,-1,3,2018-04-24,5
review710,204,-3,1,2018-04-24,1
review711,375,-2,3,2018-04-24,5
review712,260,-1,3,2018-04-24,5
review713,48,-1,1,2018-04-24,5
review714,38,-1,3,2018-04-24,5
review715,217,-1,3,2018-04-24,5
review716,226,-2,2,2018-04-23,5
review717,117,-2,3,2018-04-23,5
review718,181,-2,2,2018-04-23,3
review719,153,-1,3,2018-04-23,5
review720,85,-1,3,2018-04-23,5
review721,769,-2,4,2018-04-23,5
review722,87,-1,3,2018-04-23,5
review723,97,-1,3,2018-04-23,5
review724,363,-2,1,2018-04-23,3
review725,368,-3,1,2018-04-22,1
review726,565,-4,3,2018-04-22,2
review727,84,-1,1,2018-04-22,5
review728,39,-1,1,2018-04-22,5
review729,288,-1,3,2018-04-22,5
review730,530,-2,4,2018-04-22,4
review731,77,-1,3,2018-04-22,5
review732,285,-1,2,2018-04-22,4
